specimen.ID,digitizer,species.det,provisional.species,caste,ITS,body.length,scale,name,description,value
,,,,,,,,m13,Galea length,485.38077
,,,,,,,,m14,Galea width,89.4924
,,,,,,,,m15,"Stipes width, across from palp",62.23254
PF190724-008,DRA,bimaculatus,bimaculatus,W,4.141,18.397,153.15497,m01,Mentum length,374.37014
,,,,,,,151.03348,m02,Mentum width,145.72424
,,,,,ITS pixels,BL pixels,153.12159,m03,Glossa length,620.50561
,,,,,,,,m04,"Glossa width, at mid-point",27.40641
,,,,,,,,m05,Flabellum length,11.79454
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,423.44828
,,,,,,,,m07,Labial palpomere 1 width,53.68219
,,,,,,,,m08,Labial palpomere 2 length,141.47948
,,,,,,,,m09,Labial palpomere 2 width,29.73214
,,,,,,,,m10,Distal labial palpomeres length,58.52255
,,,,,,,,m11,Stipes length,366.08681
,,,,,,,,m12,Maxillary palp length,52.98637
,,,,,,,,m13,Galea length,555.29452
,,,,,,,,m14,Galea width,99.7352
,,,,,,,,m15,"Stipes width, across from palp",84.98366
FJ190809-011,DRA,fervidus,cf borealis,W,3.441106384,13.91595619,308.00649,m01,Mentum length,541.09241
,,,,,,,314.12666,m02,Mentum width,226.12484
,,,,,ITS pixels,BL pixels,309.91038,m03,Glossa length,785.84477
,,,,,,,310.32599,m04,"Glossa width, at mid-point",55.6976
,,,,,,,,m05,Flabellum length,24.33105
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,518.57583
,,,,,,,,m07,Labial palpomere 1 width,97.11391
,,,,,,,,m08,Labial palpomere 2 length,199.52833
,,,,,,,,m09,Labial palpomere 2 width,56.07931
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,590.60045
,,,,,,,,m12,Maxillary palp length,71.26788
,,,,,,,,m13,Galea length,725.35294
,,,,,,,,m14,Galea width,143.88267
,,,,,,,,m15,"Stipes width, across from palp",117.65108
FJ190703-003,DRA,cf borealis,borealis,WQ,6.075,22.34,85.02353,m01,Mentum length,316.10125
,,,,,,,84.01058,m02,Mentum width,116.90832
,,,,,ITS pixels,BL pixels,85.34375,m03,Glossa length,532.94986
,,,,,,,84.00265,m04,"Glossa width, at mid-point",30.67391
,,,,,,,,m05,Flabellum length,14.7573
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,372.49012
,,,,,,,,m07,Labial palpomere 1 width,49.97777
,,,,,,,,m08,Labial palpomere 2 length,111.08555
,,,,,,,,m09,Labial palpomere 2 width,24.44949
,,,,,,,,m10,Distal labial palpomeres length,42.60412
,,,,,,,,m11,Stipes length,325.26297
,,,,,,,,m12,Maxillary palp length,47.14045
,,,,,,,,m13,Galea length,487.21604
,,,,,,,,m14,Galea width,82.66935
,,,,,,,,m15,"Stipes width, across from palp",73.53911
JL190628-003,DRA,borealis,cf borealis,Q,6.891,21.805,91.42088,m01,Mentum length,343.4021
,,,,,,,91.93718,m02,Mentum width,115.06327
,,,,,ITS pixels,BL pixels,92.03864,m03,Glossa length,564.72822
,,,,,,,94.54687,m04,"Glossa width, at mid-point",30.73181
,,,,,,,,m05,Flabellum length,11.64283
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,397.29586
,,,,,,,,m07,Labial palpomere 1 width,46.07723
,,,,,,,,m08,Labial palpomere 2 length,109.73098
,,,,,,,,m09,Labial palpomere 2 width,26.26362
,,,,,,,,m10,Distal labial palpomeres length,43.909
,,,,,,,,m11,Stipes length,338.86412
,,,,,,,,m12,Maxillary palp length,48.07402
,,,,,,,,m13,Galea length,514.1871
,,,,,,,,m14,Galea width,94.95028
,,,,,,,,m15,"Stipes width, across from palp",62.11459
MY190619-004,DRA,borealis,cf borealis,Q,6.926,27.454,81.81551,m01,Mentum length,311.02572
,,,,,,,82.15162,m02,Mentum width,110.66667
,,,,,ITS pixels,BL pixels,81.0432,m03,Glossa length,484.43323
,,,,,,,81.22671,m04,"Glossa width, at mid-point",27.53584
,,,,,,,83.27198,m05,Flabellum length,11.24475
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,326.00345
,,,,,,,,m07,Labial palpomere 1 width,35.58441
,,,,,,,,m08,Labial palpomere 2 length,100.54974
,,,,,,,,m09,Labial palpomere 2 width,21.36001
,,,,,,,,m10,Distal labial palpomeres length,39.87794
,,,,,,,,m11,Stipes length,335.98251
,,,,,,,,m12,Maxillary palp length,35.90265
,,,,,,,,m13,Galea length,447.05655
,,,,,,,,m14,Galea width,85.42703
,,,,,,,,m15,"Stipes width, across from palp",65.48622
FJ190709-002,DRA,borealis,cf borealis,W,5.056,22.899,108.33077,m01,Mentum length,299.39272
,,,,,,,107.00986,m02,Mentum width,133.82908
,,,,,ITS pixels,BL pixels,106.92053,m03,Glossa length,536.10599
,,,,,,,106.25964,m04,"Glossa width, at mid-point",29.83287
,,,,,,,,m05,Flabellum length,12.53994
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,398.2788
,,,,,,,,m07,Labial palpomere 1 width,54.82928
,,,,,,,,m08,Labial palpomere 2 length,119.36603
,,,,,,,,m09,Labial palpomere 2 width,28.04461
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,297.86276
,,,,,,,,m12,Maxillary palp length,46.08205
,,,,,,,,m13,Galea length,464.20098
,,,,,,,,m14,Galea width,85.64786
,,,,,,,,m15,"Stipes width, across from palp",61.65135
FJ190809-003,DRA,borealis,cf borealis,W,5.207,19.825,196.43037,m01,Mentum length,552.53758
,,,,,,,197.42791,m02,Mentum width,200.63898
,,,,,ITS pixels,BL pixels,196.68362,m03,Glossa length,948.49589
,,,,,,,201.08594,m04,"Glossa width, at mid-point",56.14268
,,,,,,,199.20286,m05,Flabellum length,20
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,632.37014
,,,,,,,,m07,Labial palpomere 1 width,108.16654
,,,,,,,,m08,Labial palpomere 2 length,208.90428
,,,,,,,,m09,Labial palpomere 2 width,52.39275
,,,,,,,,m10,Distal labial palpomeres length,88.00568
,,,,,,,,m11,Stipes length,564.66007
,,,,,,,,m12,Maxillary palp length,73.37575
,,,,,,,,m13,Galea length,820.24387
,,,,,,,,m14,Galea width,160.3219
,,,,,,,,m15,"Stipes width, across from palp",118.11858
FJ190827-002,DRA,borealis,cf borealis,W,5.551664494,23.475,200.15994,m01,Mentum length,670.41032
,,,,,,,201.54955,m02,Mentum width,203.06102
,,,,,ITS pixels,BL pixels,200.35968,m03,Glossa length,1081.04723
,,,,,745.7218,,196.2221,m04,"Glossa width, at mid-point",55.50576
,,,,,,,201.77435,m05,Flabellum length,20.24297
,,,,,ITS px/mm,BL px/mm,200.28424,m06,Labial palpomere 1 length,682.36712
,,,,,135.53228,,,m07,Labial palpomere 1 width,104.59658
,,,,,132.30646,,,m08,Labial palpomere 2 length,212.50673
,,,,,135.13327,,,m09,Labial palpomere 2 width,56.26919
,,,,,,,,m10,Distal labial palpomeres length,83.05286
,,,,,,,,m11,Stipes length,706.16964
,,,,,,,,m12,Maxillary palp length,69.29486
,,,,,,,,m13,Galea length,1012.49903
,,,,,,,,m14,Galea width,186.83802
,,,,,,,,m15,"Stipes width, across from palp",120.36242
FJ190827-005,DRA,borealis,cf borealis,W,5.561463982,24.94417327,209.09116,m01,Mentum length,653.64975
,,,,,,,212.39795,m02,Mentum width,214.68323
,,,,,ITS pixels,BL pixels,208.03846,m03,Glossa length,1098.2135
,,,,,,,210.40068,m04,"Glossa width, at mid-point",61.18823
,,,,,,,,m05,Flabellum length,26
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,739.41719
,,,,,,,,m07,Labial palpomere 1 width,97.41549
,,,,,,,,m08,Labial palpomere 2 length,227.80889
,,,,,,,,m09,Labial palpomere 2 width,54.27502
,,,,,,,,m10,Distal labial palpomeres length,96.62758
,,,,,,,,m11,Stipes length,663.07298
,,,,,,,,m12,Maxillary palp length,88.49357
,,,,,,,,m13,Galea length,1005.58862
,,,,,,,,m14,Galea width,207.83754
,,,,,,,,m15,"Stipes width, across from palp",129.99145
FJ190827-007,DRA,borealis,cf borealis,W,5.575,19.273,172.2353,m01,Mentum length,546.50984
,,,,,,,169.4173,m02,Mentum width,196.54799
,,,,,ITS pixels,BL pixels,174.22336,m03,Glossa length,942.69213
,,,,,,,168.32772,m04,"Glossa width, at mid-point",52.43091
,,,,,,,,m05,Flabellum length,17.92345
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,604.11919
,,,,,,,,m07,Labial palpomere 1 width,87.14356
,,,,,,,,m08,Labial palpomere 2 length,190.59119
,,,,,,,,m09,Labial palpomere 2 width,43.82921
,,,,,,,,m10,Distal labial palpomeres length,63.56099
,,,,,,,,m11,Stipes length,557.94355
,,,,,,,,m12,Maxillary palp length,79.02531
,,,,,,,,m13,Galea length,849.98768
,,,,,,,,m14,Galea width,151.51384
,,,,,,,,m15,"Stipes width, across from palp",96.48949
JL190619-006,DRA,borealis,cf borealis,W,6.146,26.31,90.39666,m01,Mentum length,300.37643
,,,,,,,92.14964,m02,Mentum width,104.92325
,,,,,ITS pixels,BL pixels,85.69973,m03,Glossa length,505.58129
,,,,,,,87.39692,m04,"Glossa width, at mid-point",31.67193
,,,,,,,89.169,m05,Flabellum length,14.01586
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,355.40274
,,,,,,,,m07,Labial palpomere 1 width,48.07402
,,,,,,,,m08,Labial palpomere 2 length,97.55227
,,,,,,,,m09,Labial palpomere 2 width,24.51304
,,,,,,,,m10,Distal labial palpomeres length,43.1071
,,,,,,,,m11,Stipes length,287.73445
,,,,,,,,m12,Maxillary palp length,36.67273
,,,,,,,,m13,Galea length,452.94935
,,,,,,,,m14,Galea width,91.45248
,,,,,,,,m15,"Stipes width, across from palp",68.46248
PRM190709-001,DRA,borealis,cf borealis,W,4.955,20.119,151.00993,m01,Mentum length,418.52718
,,,,,,,152.35777,m02,Mentum width,164.03387
,,,,,ITS pixels,BL pixels,153.76895,m03,Glossa length,739.64651
,,,,,,,151.98977,m04,"Glossa width, at mid-point",33.17965
,,,,,,,,m05,Flabellum length,21.46832
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,502.73077
,,,,,,,,m07,Labial palpomere 1 width,67.34653
,,,,,,,,m08,Labial palpomere 2 length,153.31014
,,,,,,,,m09,Labial palpomere 2 width,39.39543
,,,,,,,,m10,Distal labial palpomeres length,67.41249
,,,,,,,,m11,Stipes length,456.69781
,,,,,,,,m12,Maxillary palp length,75.82729
,,,,,,,,m13,Galea length,648.12017
,,,,,,,,m14,Galea width,123.43239
,,,,,,,,m15,"Stipes width, across from palp",90.67647
FJ190711-001a,DRA,borealis,cf fervidus,Q,7.104,36.347,178.53851,m01,Mentum length,631.6708
,,,,,,,177.88885,m02,Mentum width,239.71835
,,,,,ITS pixels,BL pixels,179.49064,m03,Glossa length,1047.32888
,,,,,,,179.49064,m04,"Glossa width, at mid-point",60.41339
,,,,,,,184.68472,m05,Flabellum length,25.51688
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,756.98415
,,,,,,,,m07,Labial palpomere 1 width,99.0202
,,,,,,,,m08,Labial palpomere 2 length,200.9602
,,,,,,,,m09,Labial palpomere 2 width,49.39636
,,,,,,,,m10,Distal labial palpomeres length,77.20104
,,,,,,,,m11,Stipes length,667.68331
,,,,,,,,m12,Maxillary palp length,70.5195
,,,,,,,,m13,Galea length,906.67345
,,,,,,,,m14,Galea width,182.54315
,,,,,,,,m15,"Stipes width, across from palp",135.32553
AOI190709-001,DRA,borealis,cf fervidus,W,4.687,18.18,240.09257,m01,Mentum length,646.23903
,,,,,,,241.39226,m02,Mentum width,228.19095
,,,,,ITS pixels,BL pixels,244.17844,m03,Glossa length,996.61767
,,,,,,,242.84609,m04,"Glossa width, at mid-point",63.38594
,,,,,,,242.7985,m05,Flabellum length,19.69772
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,657.89428
,,,,,,,,m07,Labial palpomere 1 width,108.66462
,,,,,,,,m08,Labial palpomere 2 length,245.51081
,,,,,,,,m09,Labial palpomere 2 width,54.97474
,,,,,,,,m10,Distal labial palpomeres length,99.72406
,,,,,,,,m11,Stipes length,599.49164
,,,,,,,,m12,Maxillary palp length,84.33794
,,,,,,,,m13,Galea length,939.68267
,,,,,,,,m14,Galea width,175.80798
,,,,,,,,m15,"Stipes width, across from palp",129.66967
FJ190709-003,DRA,borealis,cf fervidus,W,4.386216547,18.99150626,224.77643,m01,Mentum length,583.80305
,,,,,,,221.13244,m02,Mentum width,210.24853
,,,,,ITS pixels,BL pixels,221.89888,m03,Glossa length,853.67239
,,,,,,,,m04,"Glossa width, at mid-point",58.08806
,,,,,,,,m05,Flabellum length,21.54066
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,565.74287
,,,,,,,,m07,Labial palpomere 1 width,95.71311
,,,,,,,,m08,Labial palpomere 2 length,196.42047
,,,,,,,,m09,Labial palpomere 2 width,48.75449
,,,,,,,,m10,Distal labial palpomeres length,88.72993
,,,,,,,,m11,Stipes length,573.0349
,,,,,,,,m12,Maxillary palp length,77.17513
,,,,,,,,m13,Galea length,807.51019
,,,,,,,,m14,Galea width,167.88687
,,,,,,,,m15,"Stipes width, across from palp",117.83463
FJ190827-009,DRA,borealis,cf fervidus,W,4.507,19.801,200.04,m01,Mentum length,597.01926
,,,,,,,201.40396,m02,Mentum width,213.77454
,,,,,ITS pixels,BL pixels,200.01778,m03,Glossa length,979.30678
,,,,,,,205.40259,m04,"Glossa width, at mid-point",61.85287
,,,,,,,,m05,Flabellum length,16.2865
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,680.23672
,,,,,,,,m07,Labial palpomere 1 width,114.16217
,,,,,,,,m08,Labial palpomere 2 length,197.69927
,,,,,,,,m09,Labial palpomere 2 width,46.48656
,,,,,,,,m10,Distal labial palpomeres length,90.02222
,,,,,,,,m11,Stipes length,614.13435
,,,,,,,,m12,Maxillary palp length,69.97142
,,,,,,,,m13,Galea length,813.85952
,,,,,,,,m14,Galea width,151.39683
,,,,,,,,m15,"Stipes width, across from palp",88.86507
FJ190827-017a,DRA,borealis,cf fervidus,W,4.891,21.755,212.61467,m01,Mentum length,624.88719
,,,,,,,214.06956,m02,Mentum width,205.6102
,,,,,ITS pixels,BL pixels,212.28492,m03,Glossa length,1020.14166
,,,,,,,212.88703,m04,"Glossa width, at mid-point",61.34782
,,,,,,,,m05,Flabellum length,19.0263
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,720.76765
,,,,,,,,m07,Labial palpomere 1 width,102.39629
,,,,,,,,m08,Labial palpomere 2 length,217.34765
,,,,,,,,m09,Labial palpomere 2 width,46.52956
,,,,,,,,m10,Distal labial palpomeres length,74.79305
,,,,,,,,m11,Stipes length,646.78976
,,,,,,,,m12,Maxillary palp length,86.35392
,,,,,,,,m13,Galea length,941.9875
,,,,,,,,m14,Galea width,191.22994
,,,,,,,,m15,"Stipes width, across from palp",121.7356
DRA190824-005,DRA,impatiens,impatiens,M,4.157562138,17.19849035,296.66479,m01,Mentum length,665.16915
,,,,,,,298.21394,m02,Mentum width,260.21871
,,,,,ITS pixels,BL pixels,295.90689,m03,Glossa length,1037.71651
,,,,,,,297.44094,m04,"Glossa width, at mid-point",70.71696
,,,,,,,,m05,Flabellum length,37.42845
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,633.26456
,,,,,,,,m07,Labial palpomere 1 width,105.87204
,,,,,,,,m08,Labial palpomere 2 length,234.56437
,,,,,,,,m09,Labial palpomere 2 width,74.77373
,,,,,,,,m10,Distal labial palpomeres length,87.15758
,,,,,,,,m11,Stipes length,716.78294
,,,,,,,,m12,Maxillary palp length,76.1869
,,,,,,,,m13,Galea length,957.65361
,,,,,,,,m14,Galea width,226.65882
,,,,,,,,m15,"Stipes width, across from palp",134.9502
DRA190815-002,DRA,impatiens,impatiens,W,4.275624412,17.74775119,255.53865,m01,Mentum length,548.78047
,,,,,,,249.35918,m02,Mentum width,231.48218
,,,,,ITS pixels,BL pixels,254.84897,m03,Glossa length,922.49923
,,,,,,,254.05511,m04,"Glossa width, at mid-point",40
,,,,,,,,m05,Flabellum length,25
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,601.18716
,,,,,,,,m07,Labial palpomere 1 width,98.22932
,,,,,,,,m08,Labial palpomere 2 length,211.36698
,,,,,,,,m09,Labial palpomere 2 width,62.07254
,,,,,,,,m10,Distal labial palpomeres length,92.11406
,,,,,,,,m11,Stipes length,543.3411
,,,,,,,,m12,Maxillary palp length,72.94442
,,,,,,,,m13,Galea length,778.76798
,,,,,,,,m14,Galea width,161.53156
,,,,,,,,m15,"Stipes width, across from palp",130.03931
DRA190815-003,DRA,impatiens,impatiens,W,4.01207417,17.81981828,244.50949,m01,Mentum length,562.26773
,,,,,,,246.27717,m02,Mentum width,186.18032
,,,,,ITS pixels,BL pixels,252.20803,m03,Glossa length,907.27529
,,,,,,,245.56511,m04,"Glossa width, at mid-point",58.90859
,,,,,,,,m05,Flabellum length,20.5061
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,609.30945
,,,,,,,,m07,Labial palpomere 1 width,88.02272
,,,,,,,,m08,Labial palpomere 2 length,197.49684
,,,,,,,,m09,Labial palpomere 2 width,58.54912
,,,,,,,,m10,Distal labial palpomeres length,81.27115
,,,,,,,,m11,Stipes length,541.40004
,,,,,,,,m12,Maxillary palp length,75.39824
,,,,,,,,m13,Galea length,754.31595
,,,,,,,,m14,Galea width,159.81239
,,,,,,,,m15,"Stipes width, across from palp",121.26417
DRA190815-004,DRA,impatiens,impatiens,W,4.500044577,20.22766202,260.63853,m01,Mentum length,642.35893
,,,,,,,262.70727,m02,Mentum width,260.16747
,,,,,ITS pixels,BL pixels,263.94612,m03,Glossa length,946.83009
,,,,,,,,m04,"Glossa width, at mid-point",69.53816
,,,,,,,,m05,Flabellum length,26.69998
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,666.16648
,,,,,,,,m07,Labial palpomere 1 width,104.11959
,,,,,,,,m08,Labial palpomere 2 length,227.68399
,,,,,,,,m09,Labial palpomere 2 width,66.63999
,,,,,,,,m10,Distal labial palpomeres length,92.70263
,,,,,,,,m11,Stipes length,649.44421
,,,,,,,,m12,Maxillary palp length,86.83061
,,,,,,,,m13,Galea length,902.78581
,,,,,,,,m14,Galea width,183.07497
,,,,,,,,m15,"Stipes width, across from palp",144.20972
AOI190715-001,DRA,impatiens,impatiens,W,3.692388366,13.24034582,324.41674,m01,Mentum length,705.31199
,,,,,,,323.38488,m02,Mentum width,301.83145
,,,,,ITS pixels,BL pixels,330.36814,m03,Glossa length,1089.47699
,,,,,,,,m04,"Glossa width, at mid-point",71.11806
,,,,,,,,m05,Flabellum length,33.99346
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,675.54751
,,,,,,,,m07,Labial palpomere 1 width,123.53317
,,,,,,,,m08,Labial palpomere 2 length,274.56309
,,,,,,,,m09,Labial palpomere 2 width,67.26399
,,,,,,,,m10,Distal labial palpomeres length,112.38822
,,,,,,,,m11,Stipes length,734.87111
,,,,,,,,m12,Maxillary palp length,85.20824
,,,,,,,,m13,Galea length,925.01147
,,,,,,,,m14,Galea width,223.36418
,,,,,,,,m15,"Stipes width, across from palp",139.07632
DRA190709-004,DRA,impatiens,impatiens,W,4.31,16.697,153.72414,m01,Mentum length,331.06193
,,,,,,,156.98408,m02,Mentum width,144.50682
,,,,,ITS pixels,BL pixels,154.69253,m03,Glossa length,516.64731
,,,,,,,153.78195,m04,"Glossa width, at mid-point",36.28284
,,,,,,,,m05,Flabellum length,18.82079
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,341.36263
,,,,,,,,m07,Labial palpomere 1 width,61.39128
,,,,,,,,m08,Labial palpomere 2 length,128.91513
,,,,,,,,m09,Labial palpomere 2 width,32.11092
,,,,,,,,m10,Distal labial palpomeres length,53.87228
,,,,,,,,m11,Stipes length,347.42545
,,,,,,,,m12,Maxillary palp length,59.70297
,,,,,,,,m13,Galea length,467.09742
,,,,,,,,m14,Galea width,104.74307
,,,,,,,,m15,"Stipes width, across from palp",72.74919
DRA190824-006,DRA,impatiens,impatiens,W,3.817879397,15.11198098,355.93008,m01,Mentum length,712.51175
,,,,,,,362.95332,m02,Mentum width,287.66956
,,,,,ITS pixels,BL pixels,361.35547,m03,Glossa length,1037.66062
,,,,,,,,m04,"Glossa width, at mid-point",78.94865
,,,,,,,,m05,Flabellum length,31.01612
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,707.59664
,,,,,,,,m07,Labial palpomere 1 width,116.92733
,,,,,,,,m08,Labial palpomere 2 length,251.50944
,,,,,,,,m09,Labial palpomere 2 width,74.8131
,,,,,,,,m10,Distal labial palpomeres length,99.0202
,,,,,,,,m11,Stipes length,786.38413
,,,,,,,,m12,Maxillary palp length,106.56662
,,,,,,,,m13,Galea length,1017.29489
,,,,,,,,m14,Galea width,216.38649
,,,,,,,,m15,"Stipes width, across from palp",167.60801
FJ190529-001,DRA,impatiens,impatiens,W,6.147381338,22.94759351,169.41206,m01,Mentum length,612.11927
,,,,,,,174.1315,m02,Mentum width,230.67052
,,,,,ITS pixels,BL pixels,170.17638,m03,Glossa length,889.97303
,,,,,416.07692,1530.34495,171.21786,m04,"Glossa width, at mid-point",54.81281
,,,,,,,,m05,Flabellum length,32.68707
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,640.76323
,,,,,67.59356,62.76942,,m07,Labial palpomere 1 width,79.2184
,,,,,67.10522,69.19216,,m08,Labial palpomere 2 length,193.33333
,,,,,68.35203,68.10449,,m09,Labial palpomere 2 width,44.18144
,,,,,,,,m10,Distal labial palpomeres length,56.50565
,,,,,,,,m11,Stipes length,592.5838
,,,,,,,,m12,Maxillary palp length,117.34091
,,,,,,,,m13,Galea length,807.96265
,,,,,,,,m14,Galea width,182.74451
,,,,,,,,m15,"Stipes width, across from palp",137.27507
FJ190612-002,DRA,impatiens,impatiens,W,4.321,17.141,304.23675,m01,Mentum length,648.76036
,,,,,,,301.69005,m02,Mentum width,251.71765
,,,,,ITS pixels,BL pixels,300.58018,m03,Glossa length,1025.37634
,,,,,,,,m04,"Glossa width, at mid-point",61.33333
,,,,,,,,m05,Flabellum length,30.88329
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,681.54204
,,,,,,,,m07,Labial palpomere 1 width,105.0291
,,,,,,,,m08,Labial palpomere 2 length,228.0039
,,,,,,,,m09,Labial palpomere 2 width,65.59133
,,,,,,,,m10,Distal labial palpomeres length,98.12464
,,,,,,,,m11,Stipes length,704.61085
,,,,,,,,m12,Maxillary palp length,90.1357
,,,,,,,,m13,Galea length,900.43545
,,,,,,,,m14,Galea width,211.29863
,,,,,,,,m15,"Stipes width, across from palp",153.33913
FJ190627-004,DRA,impatiens,impatiens,W,4.212,19.807,148.93548,m01,Mentum length,349.00573
,,,,,,,148.51113,m02,Mentum width,147.58802
,,,,,ITS pixels,BL pixels,149.17253,m03,Glossa length,570.5732
,,,,,,,,m04,"Glossa width, at mid-point",36.42954
,,,,,,,,m05,Flabellum length,17.49921
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,380.99402
,,,,,,,,m07,Labial palpomere 1 width,50.19075
