specimen.ID,digitizer,species.det,provisional.species,caste,ITS,body.length,scale,name,description,value
,,,,,,,,m10,Distal labial palpomeres length,115.93868
,,,,,,,,m11,Stipes length,663.84603
,,,,,,,,m12,Maxillary palp length,91.72907
,,,,,,,,m13,Galea length,1002.28539
,,,,,,,,m14,Galea width,214.40149
,,,,,,,,m15,"Stipes width, across from palp",150.40686
JL190910-001,DRA,impatiens,impatiens,W,5.015,19.538,254.54098,m01,Mentum length,610.04672
,,,,,,,253.04194,m02,Mentum width,245.77135
,,,,,ITS pixels,BL pixels,254.27544,m03,Glossa length,1015.19133
,,,,,,,257.33679,m04,"Glossa width, at mid-point",64.12488
,,,,,,,253.29824,m05,Flabellum length,31.69297
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,664.26233
,,,,,,,,m07,Labial palpomere 1 width,124.00717
,,,,,,,,m08,Labial palpomere 2 length,240.03333
,,,,,,,,m09,Labial palpomere 2 width,66.66667
,,,,,,,,m10,Distal labial palpomeres length,109.21131
,,,,,,,,m11,Stipes length,637.65264
,,,,,,,,m12,Maxillary palp length,113.64663
,,,,,,,,m13,Galea length,921.10851
,,,,,,,,m14,Galea width,205.25107
,,,,,,,,m15,"Stipes width, across from palp",132.42356
PF190724-002,DRA,impatiens,impatiens,W,4.788,20.199,125.90826,m01,Mentum length,329.18384
,,,,,,,126.01411,m02,Mentum width,138.02576
,,,,,ITS pixels,BL pixels,126.80869,m03,Glossa length,494.01339
,,,,,,,127.75845,m04,"Glossa width, at mid-point",32.77533
,,,,,,,,m05,Flabellum length,13.71536
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,332.43212
,,,,,,,,m07,Labial palpomere 1 width,46.12061
,,,,,,,,m08,Labial palpomere 2 length,118.27839
,,,,,,,,m09,Labial palpomere 2 width,32.05551
,,,,,,,,m10,Distal labial palpomeres length,47.74004
,,,,,,,,m11,Stipes length,320.84957
,,,,,,,,m12,Maxillary palp length,45.33824
,,,,,,,,m13,Galea length,452.95708
,,,,,,,,m14,Galea width,95.97453
,,,,,,,,m15,"Stipes width, across from palp",63.21744
PF190724-003,DRA,impatiens,impatiens,W,5.169,21.195,251.09538,m01,Mentum length,624.16664
,,,,,,,243.04001,m02,Mentum width,241.78962
,,,,,ITS pixels,BL pixels,241.2486,m03,Glossa length,979.19527
,,,,,,,248.01434,m04,"Glossa width, at mid-point",61.85287
,,,,,,,,m05,Flabellum length,28.1267
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,631.19499
,,,,,,,,m07,Labial palpomere 1 width,95.45214
,,,,,,,,m08,Labial palpomere 2 length,227.80889
,,,,,,,,m09,Labial palpomere 2 width,62.68085
,,,,,,,,m10,Distal labial palpomeres length,88.09086
,,,,,,,,m11,Stipes length,638.0707
,,,,,,,,m12,Maxillary palp length,98.05214
,,,,,,,,m13,Galea length,866.26144
,,,,,,,,m14,Galea width,195.6005
,,,,,,,,m15,"Stipes width, across from palp",133.87224
DRA220815-024,DRA,borealis,cf fervidus,W,4.686471622,18.65135402,190.37857,m01,Mentum length,827.88647
,,,,,,,210.77002,m02,Mentum width,NA
,,,,,ITS pixels,BL pixels,210.77002,m03,Glossa length,1281.42789
,,,,,817.39342,3223.0283,199.21847,m04,"Glossa width, at mid-point",56.02009
,,,,,,,,m05,Flabellum length,18.03469
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,720.36935
,,,,,176.40862,168.19037,,m07,Labial palpomere 1 width,71.69379
,,,,,174.4133,184.17383,,m08,Labial palpomere 2 length,228.72035
,,,,,184.53184,174.4133,,m09,Labial palpomere 2 width,45.27693
,,,,,162.30835,164.43844,,m10,Distal labial palpomeres length,93.16071
,,,,,,,,m11,Stipes length,556.93806
,,,,,,,,m12,Maxillary palp length,91.58603
,,,,,,,,m13,Galea length,928.34984
,,,,,,,,m14,Galea width,105.77334
,,,,,,,,m15,"Stipes width, across from palp",NA
DRA220815-021,DRA,borealis,borealis,M,4.597031288,20.05274926,232.55107,m01,Mentum length,721.33765
,,,,,,,228.56071,m02,Mentum width,210.83643
,,,,,ITS pixels,BL pixels,220.14541,m03,Glossa length,1055.65189
,,,,,,,238.6797,m04,"Glossa width, at mid-point",44.93607
,,,,,,,,m05,Flabellum length,22.80351
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,755.21888
,,,,,,,,m07,Labial palpomere 1 width,88.70425
,,,,,,,,m08,Labial palpomere 2 length,201.79197
,,,,,,,,m09,Labial palpomere 2 width,39.64285
,,,,,,,,m10,Distal labial palpomeres length,105.97274
,,,,,,,,m11,Stipes length,671.53026
,,,,,,,,m12,Maxillary palp length,109.00459
,,,,,,,,m13,Galea length,1155.93252
,,,,,,,,m14,Galea width,149.37202
,,,,,,,,m15,"Stipes width, across from palp",NA
DRA220815-020,DRA,borealis,borealis,M,4.498975388,17.76012006,183.98369,m01,Mentum length,564.30134
,,,,,,,182.61709,m02,Mentum width,118.73406
,,,,,ITS pixels,BL pixels,176.55594,m03,Glossa length,1147.8768
,,,,,,,182.39518,m04,"Glossa width, at mid-point",51.03376
,,,,,,,,m05,Flabellum length,34.99841
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,572.37905
,,,,,,,,m07,Labial palpomere 1 width,56.39543
,,,,,,,,m08,Labial palpomere 2 length,182.15988
,,,,,,,,m09,Labial palpomere 2 width,40.08879
,,,,,,,,m10,Distal labial palpomeres length,64.03124
,,,,,,,,m11,Stipes length,509.13085
,,,,,,,,m12,Maxillary palp length,52.01709
,,,,,,,,m13,Galea length,760.02102
,,,,,,,,m14,Galea width,107.94237
,,,,,,,,m15,"Stipes width, across from palp",71.61626
PF190724-004,DRA,impatiens,impatiens,W,4.091,16.165,313.31064,m01,Mentum length,734.42495
,,,,,,,311.17841,m02,Mentum width,295.02542
,,,,,ITS pixels,BL pixels,310.36609,m03,Glossa length,1046.67282
,,,,,,,,m04,"Glossa width, at mid-point",70.11419
,,,,,,,,m05,Flabellum length,29.42788
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,664.8776
,,,,,,,,m07,Labial palpomere 1 width,109.62563
,,,,,,,,m08,Labial palpomere 2 length,252.12695
,,,,,,,,m09,Labial palpomere 2 width,58.90859
,,,,,,,,m10,Distal labial palpomeres length,91.8356
,,,,,,,,m11,Stipes length,774.87318
,,,,,,,,m12,Maxillary palp length,115.77756
,,,,,,,,m13,Galea length,1004.51602
,,,,,,,,m14,Galea width,205.65262
,,,,,,,,m15,"Stipes width, across from palp",143.60439
PF190709-003,DRA,rufocinctus,cf rufocinctus,W,4.215,16.022,299.2524,m01,Mentum length,637.50207
,,,,,,,295.6552,m02,Mentum width,246.04245
,,,,,ITS pixels,BL pixels,300.41305,m03,Glossa length,904.03638
,,,,,,,298.91805,m04,"Glossa width, at mid-point",69.65311
,,,,,,,,m05,Flabellum length,30.22324
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,606.38272
,,,,,,,,m07,Labial palpomere 1 width,112.61439
,,,,,,,,m08,Labial palpomere 2 length,248.85337
,,,,,,,,m09,Labial palpomere 2 width,68.00735
,,,,,,,,m10,Distal labial palpomeres length,120.76837
,,,,,,,,m11,Stipes length,679.11781
,,,,,,,,m12,Maxillary palp length,123.16655
,,,,,,,,m13,Galea length,844.65594
,,,,,,,,m14,Galea width,187.67821
,,,,,,,,m15,"Stipes width, across from palp",132.43028
DRA190718-002,DRA,perplexus,perplexus,M,4.612,17.795,297.77247,m01,Mentum length,684.32229
,,,,,,,297.77247,m02,Mentum width,216.00412
,,,,,ITS pixels,BL pixels,304.23675,m03,Glossa length,954.48142
,,,,,,,302.65492,m04,"Glossa width, at mid-point",65.55066
,,,,,,,,m05,Flabellum length,25.64718
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,565.28931
,,,,,,,,m07,Labial palpomere 1 width,118.06589
,,,,,,,,m08,Labial palpomere 2 length,232.55107
,,,,,,,,m09,Labial palpomere 2 width,55.50576
,,,,,,,,m10,Distal labial palpomeres length,95.82391
,,,,,,,,m11,Stipes length,689.25209
,,,,,,,,m12,Maxillary palp length,101.54364
,,,,,,,,m13,Galea length,926.8748
,,,,,,,,m14,Galea width,206.35676
,,,,,,,,m15,"Stipes width, across from palp",136.52839
JL190711-008,DRA,vagans,cf sandersoni,M,4.345,16.612,302.44338,m01,Mentum length,705.01946
,,,,,,,303.60793,m02,Mentum width,277.5544
,,,,,ITS pixels,BL pixels,304.84386,m03,Glossa length,1023.09726
,,,,,,,304.86718,m04,"Glossa width, at mid-point",67.14495
,,,,,,,,m05,Flabellum length,32.11092
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,697.16027
,,,,,,,,m07,Labial palpomere 1 width,105.13906
,,,,,,,,m08,Labial palpomere 2 length,273.30406
,,,,,,,,m09,Labial palpomere 2 width,66.66667
,,,,,,,,m10,Distal labial palpomeres length,115.20031
,,,,,,,,m11,Stipes length,713.51804
,,,,,,,,m12,Maxillary palp length,109.18877
,,,,,,,,m13,Galea length,979.77866
,,,,,,,,m14,Galea width,214.43051
,,,,,,,,m15,"Stipes width, across from palp",142.04225
FJ190709-009,DRA,vagans,cf sandersoni,W,4.645,15.697,242.55309,m01,Mentum length,604.16968
,,,,,,,244.47677,m02,Mentum width,247.45819
,,,,,ITS pixels,BL pixels,244.55311,m03,Glossa length,864.08957
,,,,,,,245.77135,m04,"Glossa width, at mid-point",60.47222
,,,,,,,,m05,Flabellum length,28.25283
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,522.18005
,,,,,,,,m07,Labial palpomere 1 width,110.6747
,,,,,,,,m08,Labial palpomere 2 length,224.43212
,,,,,,,,m09,Labial palpomere 2 width,59.92588
,,,,,,,,m10,Distal labial palpomeres length,89.88882
,,,,,,,,m11,Stipes length,591.26832
,,,,,,,,m12,Maxillary palp length,109.46334
,,,,,,,,m13,Galea length,802.72093
,,,,,,,,m14,Galea width,171.9328
,,,,,,,,m15,"Stipes width, across from palp",130.69387
HFN190709-001,DRA,vagans,cf sandersoni,W,5.187088882,21.2387502,211.62703,m01,Mentum length,600.92013
,,,,,,,212.75808,m02,Mentum width,286.97658
,,,,,ITS pixels,BL pixels,211.91744,m03,Glossa length,966.10012
,,,,,352.00505,1444.44464,209.15305,m04,"Glossa width, at mid-point",66.78656
,,,,,,,,m05,Flabellum length,38.18086
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,600.11406
,,,,,67.38612,68.01307,,m07,Labial palpomere 1 width,109.43897
,,,,,68.11755,69.33654,,m08,Labial palpomere 2 length,238.02521
,,,,,68.08165,66.68,,m09,Labial palpomere 2 width,66.78656
,,,,,,,,m10,Distal labial palpomeres length,98.34181
,,,,,,,,m11,Stipes length,661.20429
,,,,,,,,m12,Maxillary palp length,70.51556
,,,,,,,,m13,Galea length,853.88003
,,,,,,,,m14,Galea width,201.84042
,,,,,,,,m15,"Stipes width, across from palp",147.68736
LMB190709-001,DRA,vagans,cf sandersoni,W,5.736,22.369,214.1692,m01,Mentum length,650.53978
,,,,,,,212.71995,m02,Mentum width,253.66995
,,,,,ITS pixels,BL pixels,212.93296,m03,Glossa length,937.91821
,,,,,,,216.41113,m04,"Glossa width, at mid-point",54.23099
,,,,,,,,m05,Flabellum length,32.07024
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,581.83589
,,,,,,,,m07,Labial palpomere 1 width,98.03061
,,,,,,,,m08,Labial palpomere 2 length,234.91701
,,,,,,,,m09,Labial palpomere 2 width,56.0803
,,,,,,,,m10,Distal labial palpomeres length,97.09445
,,,,,,,,m11,Stipes length,623.82129
,,,,,,,,m12,Maxillary palp length,127.03923
,,,,,,,,m13,Galea length,872.18409
,,,,,,,,m14,Galea width,187.18499
,,,,,,,,m15,"Stipes width, across from palp",136.31989
FJ190827-012,DRA,bimaculatus,cf sandersoni,Q,6.445,24.203,248.80157,m01,Mentum length,661.78546
,,,,,,,240.86142,m02,Mentum width,204.15245
,,,,,ITS pixels,BL pixels,244.69482,m03,Glossa length,920.66546
,,,,,,,244.18936,m04,"Glossa width, at mid-point",57.88878
,,,,,,,,m05,Flabellum length,21.9899
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,609.99964
,,,,,,,,m07,Labial palpomere 1 width,71.46716
,,,,,,,,m08,Labial palpomere 2 length,184.80019
,,,,,,,,m09,Labial palpomere 2 width,49.78175
,,,,,,,,m10,Distal labial palpomeres length,69.90788
,,,,,,,,m11,Stipes length,687.0262
,,,,,,,,m12,Maxillary palp length,67.30362
,,,,,,,,m13,Galea length,858.98959
,,,,,,,,m14,Galea width,202.14406
,,,,,,,,m15,"Stipes width, across from palp",138.10141
DRA190709-001,DRA,vagans,cf sandersoni,W,5.894,23.38,239.46978,m01,Mentum length,678.2389
,,,,,,,240.62881,m02,Mentum width,285.78158
,,,,,ITS pixels,BL pixels,237.8272,m03,Glossa length,973.66296
,,,,,,,235.83422,m04,"Glossa width, at mid-point",69.33333
,,,,,,,,m05,Flabellum length,34.6923
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,656.91008
,,,,,,,,m07,Labial palpomere 1 width,105.38501
,,,,,,,,m08,Labial palpomere 2 length,253.29824
,,,,,,,,m09,Labial palpomere 2 width,59.03389
,,,,,,,,m10,Distal labial palpomeres length,76.66159
,,,,,,,,m11,Stipes length,677.54852
,,,,,,,,m12,Maxillary palp length,114.56566
,,,,,,,,m13,Galea length,903.33377
,,,,,,,,m14,Galea width,203.0591
,,,,,,,,m15,"Stipes width, across from palp",154.69324
FJ190809-001,DRA,ternarius,ternarius,M,4.028,16.044,303.16259,m01,Mentum length,635.81444
,,,,,,,303.08928,m02,Mentum width,244.28763
,,,,,ITS pixels,BL pixels,301.75781,m03,Glossa length,870.3972
,,,,,,,,m04,"Glossa width, at mid-point",56.82331
,,,,,,,,m05,Flabellum length,22.91045
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,586.56031
,,,,,,,,m07,Labial palpomere 1 width,89.26926
,,,,,,,,m08,Labial palpomere 2 length,224.5707
,,,,,,,,m09,Labial palpomere 2 width,56.0803
,,,,,,,,m10,Distal labial palpomeres length,94.02291
,,,,,,,,m11,Stipes length,620.3225
,,,,,,,,m12,Maxillary palp length,92.6554
,,,,,,,,m13,Galea length,827.34515
,,,,,,,,m14,Galea width,194.98604
,,,,,,,,m15,"Stipes width, across from palp",138.10141
JL190809-008,DRA,ternarius,ternarius,M,3.945,16.841,298.43443,m01,Mentum length,686.21061
,,,,,,,295.10074,m02,Mentum width,273.49264
,,,,,ITS pixels,BL pixels,293.2515,m03,Glossa length,935.60499
,,,,,,,295.26937,m04,"Glossa width, at mid-point",61.46363
,,,,,,,,m05,Flabellum length,30.26549
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,643.21968
,,,,,,,,m07,Labial palpomere 1 width,106.69999
,,,,,,,,m08,Labial palpomere 2 length,245.33696
,,,,,,,,m09,Labial palpomere 2 width,60.13319
,,,,,,,,m10,Distal labial palpomeres length,71.46716
,,,,,,,,m11,Stipes length,631.00625
,,,,,,,,m12,Maxillary palp length,85.99742
,,,,,,,,m13,Galea length,912.63623
,,,,,,,,m14,Galea width,201.91087
,,,,,,,,m15,"Stipes width, across from palp",124.96399
DRA190709-015,DRA,ternarius,ternarius,W,4.528,16.985,323.51679,m01,Mentum length,661.33577
,,,,,,,319.27974,m02,Mentum width,282.09061
,,,,,ITS pixels,BL pixels,326.07838,m03,Glossa length,825.23424
,,,,,,,323.51679,m04,"Glossa width, at mid-point",71.67829
,,,,,,,,m05,Flabellum length,28.78271
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,553.2755
,,,,,,,,m07,Labial palpomere 1 width,111.65025
,,,,,,,,m08,Labial palpomere 2 length,219.69271
,,,,,,,,m09,Labial palpomere 2 width,70.76722
,,,,,,,,m10,Distal labial palpomeres length,109.46334
,,,,,,,,m11,Stipes length,621.26466
,,,,,,,,m12,Maxillary palp length,101.65738
,,,,,,,,m13,Galea length,808.37615
,,,,,,,,m14,Galea width,207.90596
,,,,,,,,m15,"Stipes width, across from palp",167.09811
DRA190824-001,DRA,ternarius,ternarius,W,3.728090046,15.19538521,284.47847,m01,Mentum length,614.18564
,,,,,,,285.04658,m02,Mentum width,228.54127
,,,,,ITS pixels,BL pixels,286.46505,m03,Glossa length,866.09212
,,,,,502.14296,2054.45574,,m04,"Glossa width, at mid-point",56.96002
,,,,,,,,m05,Flabellum length,29.81424
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,545.67064
,,,,,133.20661,134.85136,,m07,Labial palpomere 1 width,112.38822
,,,,,130.13839,134.10444,,m08,Labial palpomere 2 length,233.23808
,,,,,140.73024,136.65203,,m09,Labial palpomere 2 width,56
,,,,,,,,m10,Distal labial palpomeres length,55.96824
,,,,,,,,m11,Stipes length,586.59393
,,,,,,,,m12,Maxillary palp length,98.37796
,,,,,,,,m13,Galea length,828.45505
,,,,,,,,m14,Galea width,181.98413
,,,,,,,,m15,"Stipes width, across from palp",137.0677
DRA190824-002,DRA,ternarius,ternarius,W,3.50237329,11.50016184,336.1339,m01,Mentum length,674.24031
,,,,,,,342.05263,m02,Mentum width,237.62155
,,,,,ITS pixels,BL pixels,345.76871,m03,Glossa length,880.13863
,,,,,481.60472,1547.92761,,m04,"Glossa width, at mid-point",64.11795
,,,,,,,,m05,Flabellum length,28.62788
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,558.74462
,,,,,143.06486,139.86422,,m07,Labial palpomere 1 width,121.2967
,,,,,131.34518,127.81236,,m08,Labial palpomere 2 length,242.71428
,,,,,138.11428,136.12494,,m09,Labial palpomere 2 width,63.17524
,,,,,,,,m10,Distal labial palpomeres length,65.86181
,,,,,,,,m11,Stipes length,653.06933
,,,,,,,,m12,Maxillary palp length,118.44924
,,,,,,,,m13,Galea length,852.23367
,,,,,,,,m14,Galea width,209.68972
,,,,,,,,m15,"Stipes width, across from palp",158.68907
DRA190824-003,DRA,ternarius,ternarius,W,3.123394776,16.46957931,309.49708,m01,Mentum length,622.83224
,,,,,,,313.22268,m02,Mentum width,300.01185
,,,,,ITS pixels,BL pixels,313.95683,m03,Glossa length,927.20278
,,,,,,,,m04,"Glossa width, at mid-point",61.69459
,,,,,,,,m05,Flabellum length,32.02777
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,655.19327
,,,,,,,,m07,Labial palpomere 1 width,108.29589
,,,,,,,,m08,Labial palpomere 2 length,227.37854
,,,,,,,,m09,Labial palpomere 2 width,64.22184
,,,,,,,,m10,Distal labial palpomeres length,91.72907
,,,,,,,,m11,Stipes length,714.20025
,,,,,,,,m12,Maxillary palp length,81.77835
,,,,,,,,m13,Galea length,884.36545
,,,,,,,,m14,Galea width,187.77913
,,,,,,,,m15,"Stipes width, across from palp",144.77914
FJ190619-003,DRA,ternarius,ternarius,W,4.019258487,16.42328612,310.66381,m01,Mentum length,656.63765
,,,,,,,309.08611,m02,Mentum width,330.62634
,,,,,ITS pixels,BL pixels,310.2114,m03,Glossa length,960.0463
,,,,,,,310.66381,m04,"Glossa width, at mid-point",74.34454
,,,,,,,,m05,Flabellum length,31.80496
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,642.08134
,,,,,,,,m07,Labial palpomere 1 width,118.69663
,,,,,,,,m08,Labial palpomere 2 length,261.29251
,,,,,,,,m09,Labial palpomere 2 width,70.17439
,,,,,,,,m10,Distal labial palpomeres length,113.33333
,,,,,,,,m11,Stipes length,661.13572
,,,,,,,,m12,Maxillary palp length,114.55033
,,,,,,,,m13,Galea length,825.48302
,,,,,,,,m14,Galea width,207.46084
,,,,,,,,m15,"Stipes width, across from palp",159.80544
FJ190619-004,DRA,ternarius,ternarius,W,3.529018305,15.91967741,153.13756,m01,Mentum length,334.89252
,,,,,,,157.41523,m02,Mentum width,149.26189
,,,,,ITS pixels,BL pixels,157.87477,m03,Glossa length,438.17923
,,,,,,,156.87646,m04,"Glossa width, at mid-point",33.10589
,,,,,,,,m05,Flabellum length,12.40072
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,314.00283
,,,,,,,,m07,Labial palpomere 1 width,54.70324
,,,,,,,,m08,Labial palpomere 2 length,114.9454
,,,,,,,,m09,Labial palpomere 2 width,33.34
,,,,,,,,m10,Distal labial palpomeres length,46.19283
,,,,,,,,m11,Stipes length,324.24134
,,,,,,,,m12,Maxillary palp length,48.31221
,,,,,,,,m13,Galea length,420.18091
,,,,,,,,m14,Galea width,104.06248
,,,,,,,,m15,"Stipes width, across from palp",71.25307
FJ190619-007,DRA,ternarius,ternarius,W,4.242865113,17.14082928,158.081,m01,Mentum length,348.18386
,,,,,,,157.33898,m02,Mentum width,127.66362
,,,,,ITS pixels,BL pixels,160.70124,m03,Glossa length,467.98504
,,,,,,,154.02309,m04,"Glossa width, at mid-point",38.01316
,,,,,,,154.00577,m05,Flabellum length,11.80042
,,,,,ITS px/mm,BL px/mm,158.66807,m06,Labial palpomere 1 length,291.72976
,,,,,,,,m07,Labial palpomere 1 width,55.9933
,,,,,,,,m08,Labial palpomere 2 length,128.40658
,,,,,,,,m09,Labial palpomere 2 width,39.38591
,,,,,,,,m10,Distal labial palpomeres length,42.72002
,,,,,,,,m11,Stipes length,298.15139
,,,,,,,,m12,Maxillary palp length,44.04543
,,,,,,,,m13,Galea length,465.14218
,,,,,,,,m14,Galea width,86.50145
,,,,,,,,m15,"Stipes width, across from palp",74.27651
FJ190619-010,DRA,ternarius,ternarius,W,3.966394109,16.61220903,277.30849,m01,Mentum length,600.69589
,,,,,,,276.38379,m02,Mentum width,231.03631
,,,,,ITS pixels,BL pixels,277.27243,m03,Glossa length,805.43046
,,,,,,,275.53584,m04,"Glossa width, at mid-point",63.17524
,,,,,,,,m05,Flabellum length,30.69564
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,530.5561
,,,,,,,,m07,Labial palpomere 1 width,90.1357
,,,,,,,,m08,Labial palpomere 2 length,219.61583
,,,,,,,,m09,Labial palpomere 2 width,58.62119
,,,,,,,,m10,Distal labial palpomeres length,74.5356
,,,,,,,,m11,Stipes length,562.98411
,,,,,,,,m12,Maxillary palp length,91.54477
,,,,,,,,m13,Galea length,787.26777
,,,,,,,,m14,Galea width,176.22996
,,,,,,,,m15,"Stipes width, across from palp",135.44002
FJ190621-002,DRA,ternarius,ternarius,W,3.845663848,14.83543728,311.67219,m01,Mentum length,596.36985
,,,,,,,309.62056,m02,Mentum width,274.66667
,,,,,ITS pixels,BL pixels,304.54046,m03,Glossa length,827.37604
,,,,,,,307.11851,m04,"Glossa width, at mid-point",65.67259
,,,,,,,,m05,Flabellum length,31.69297
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,525.49236
,,,,,,,,m07,Labial palpomere 1 width,112.50679
,,,,,,,,m08,Labial palpomere 2 length,235.51008
,,,,,,,,m09,Labial palpomere 2 width,52.39169
,,,,,,,,m10,Distal labial palpomeres length,86.18327
,,,,,,,,m11,Stipes length,619.95412
,,,,,,,,m12,Maxillary palp length,89.42284
,,,,,,,,m13,Galea length,802.76079
,,,,,,,,m14,Galea width,192.83614
,,,,,,,,m15,"Stipes width, across from palp",152.58367
FJ190628-006,DRA,ternarius,ternarius,W,4.139635407,14.77755859,158.15183,m01,Mentum length,359.91805
,,,,,,,160.23594,m02,Mentum width,150.14808
,,,,,ITS pixels,BL pixels,159.26637,m03,Glossa length,495.43303
,,,,,,,156.9147,m04,"Glossa width, at mid-point",36.66667
,,,,,,,159.45045,m05,Flabellum length,22.2011
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,317.28991
,,,,,,,,m07,Labial palpomere 1 width,60.49059
,,,,,,,,m08,Labial palpomere 2 length,125.56362
,,,,,,,,m09,Labial palpomere 2 width,36.73932
,,,,,,,,m10,Distal labial palpomeres length,52.71728
,,,,,,,,m11,Stipes length,325.96182
,,,,,,,,m12,Maxillary palp length,49.75496
,,,,,,,,m13,Galea length,453.60376
,,,,,,,,m14,Galea width,105.01905
,,,,,,,,m15,"Stipes width, across from palp",78.33901
FJ190628-014,DRA,ternarius,ternarius,W,3.678220013,16.32222474,306.339,m01,Mentum length,643.11197
,,,,,,,,m02,Mentum width,264.22907
,,,,,ITS pixels,BL pixels,,m03,Glossa length,820.88002
,,,,,,,,m04,"Glossa width, at mid-point",67.06713
,,,,,,,,m05,Flabellum length,25.01999
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,549.70901
,,,,,,,,m07,Labial palpomere 1 width,103.87011
,,,,,,,,m08,Labial palpomere 2 length,230.22163
,,,,,,,,m09,Labial palpomere 2 width,69.07966
,,,,,,,,m10,Distal labial palpomeres length,102.82509
,,,,,,,,m11,Stipes length,615.37387
,,,,,,,,m12,Maxillary palp length,137.77896
,,,,,,,,m13,Galea length,825.88437
,,,,,,,,m14,Galea width,195.15122
,,,,,,,,m15,"Stipes width, across from palp",141.00355
FJ190703-010,DRA,ternarius,ternarius,W,4.061370951,16.87854015,323.229,m01,Mentum length,701.12196
,,,,,,,,m02,Mentum width,305.55523
,,,,,ITS pixels,BL pixels,,m03,Glossa length,923.95621
,,,,,,,,m04,"Glossa width, at mid-point",68.73136
,,,,,,,,m05,Flabellum length,33.83785
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,569.95614
,,,,,,,,m07,Labial palpomere 1 width,97.01546
,,,,,,,,m08,Labial palpomere 2 length,245.44653
,,,,,,,,m09,Labial palpomere 2 width,72.44998
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,658.75185
,,,,,,,,m12,Maxillary palp length,137.67353
,,,,,,,,m13,Galea length,938.12421
,,,,,,,,m14,Galea width,198.0404
,,,,,,,,m15,"Stipes width, across from palp",151.26797
FJ190711-009,DRA,ternarius,ternarius,W,3.589744494,12.38532627,158.20697,m01,Mentum length,328.06571
,,,,,,,155.86889,m02,Mentum width,143.84096
,,,,,ITS pixels,BL pixels,154.55743,m03,Glossa length,426.97125
,,,,,,,,m04,"Glossa width, at mid-point",35.20732
,,,,,,,,m05,Flabellum length,16.02775
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,281.41942
,,,,,,,,m07,Labial palpomere 1 width,55.62174
,,,,,,,,m08,Labial palpomere 2 length,117.05459
,,,,,,,,m09,Labial palpomere 2 width,31.22677
,,,,,,,,m10,Distal labial palpomeres length,49.75049
,,,,,,,,m11,Stipes length,316.47503
,,,,,,,,m12,Maxillary palp length,54.03291
,,,,,,,,m13,Galea length,407.09977
,,,,,,,,m14,Galea width,92.00242
,,,,,,,,m15,"Stipes width, across from palp",74.67262
FJ190716-001,DRA,ternarius,ternarius,W,4.040816027,15.8439397,311.29,m01,Mentum length,673.6303
,,,,,,,,m02,Mentum width,274.9901
,,,,,ITS pixels,BL pixels,,m03,Glossa length,862.65842
,,,,,,,,m04,"Glossa width, at mid-point",73.22416
,,,,,,,,m05,Flabellum length,33.57248
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,541.11161
,,,,,,,,m07,Labial palpomere 1 width,111.63432
,,,,,,,,m08,Labial palpomere 2 length,212.88703
,,,,,,,,m09,Labial palpomere 2 width,73.52702
,,,,,,,,m10,Distal labial palpomeres length,99.63489
,,,,,,,,m11,Stipes length,667.87357
,,,,,,,,m12,Maxillary palp length,99.92886
,,,,,,,,m13,Galea length,827.93129
,,,,,,,,m14,Galea width,199.85773
,,,,,,,,m15,"Stipes width, across from palp",165.5912
