specimen_id,species,caste,investigator,LM,scale,measurement,scale1,body,scale2,its,notes
,,,,3,,855.297,,,,,
,,,,4,,60,,,,,
,,,,5,,29.547,,,,,
,,,,6,,570.408,,,,,
,,,,7,,78.435,,,,,
,,,,8,,182.124,,,,,
,,,,9,,45.695,,,,,
,,,,10,,77.742,,,,,
,,,,11,,507.209,,,,,
,,,,12,,97.463,,,,,
,,,,13,,875.948,,,,,
,,,,14,,186.215,,,,,
,,,,15,,122.004,,,,,
FJ190828-001,imp,W,JL,1,249.929,616,135.598,2641.819,137.481,669.108,
,,,,2,,200.202,,,,,
,,,,3,,950.608,,,,,
,,,,4,,60.299,,,,,
,,,,5,,27.893,,,,,
,,,,6,,579.092,,,,,
,,,,7,,94.154,,,,,
,,,,8,,207.201,,,,,
,,,,9,,53.666,,,,,
,,,,10,,74.098,,,,,
,,,,11,,594.47,,,,,
,,,,12,,85.115,,,,,
,,,,13,,909.946,,,,,
,,,,14,,173.349,,,,,
,,,,15,,113.137,,,,,
FJ190827-016,imp,W,JL,1,290.375,698.98,139.434,2269.132,138.521,627.925,
,,,,2,,202.299,,,,,
,,,,3,,992.518,,,,,
,,,,4,,68.066,,,,,
,,,,5,,37.483,,,,,
,,,,6,,669.535,,,,,
,,,,7,,108.908,,,,,
,,,,8,,232.252,,,,,
,,,,9,,61.098,,,,,
,,,,10,,61.914,,,,,
,,,,11,,643.273,,,,,
,,,,12,,96.083,,,,,
,,,,13,,993.623,,,,,
,,,,14,,206.693,,,,,
,,,,15,,138.058,,,,,
FJ190827-015,imp,W,JL,1,253.459,638.759,139.552,2633.587,138.687,622.766,
,,,,2,,203.502,,,,,
,,,,3,,927.952,,,,,
,,,,4,,60.299,,,,,
,,,,5,,35.014,,,,,
,,,,6,,584.951,,,,,
,,,,7,,102.044,,,,,
,,,,8,,203.661,,,,,
,,,,9,,53.852,,,,,
,,,,10,,72.529,,,,,
,,,,11,,572.301,,,,,
,,,,12,,59.144,,,,,
,,,,13,,878.455,,,,,
,,,,14,,191.88,,,,,
,,,,15,,134.093,,,,,
FJ190827-014,imp,W,JL,1,296.425,698.828,139.117,2435.589,136.564,656.003,
,,,,2,,210.836,,,,,
,,,,3,,1043.583,,,,,
,,,,4,,69.354,,,,,
,,,,5,,32.573,,,,,
,,,,6,,660.665,,,,,
,,,,7,,114.543,,,,,
,,,,8,,243.942,,,,,
,,,,9,,67.03,,,,,
,,,,10,,69.618,,,,,
,,,,11,,673.894,,,,,
,,,,12,,91.723,,,,,
,,,,13,,1013.966,,,,,
,,,,14,,210.49,,,,,
,,,,15,,153.264,,,,,
FJ190822-002,imp,W,JL,1,176.488,526.286,70.206,1627.849,69.271,352.619,
,,,,2,,150.851,,,,,
,,,,3,,1020.353,,,,,
,,,,4,,51.157,,,,,
,,,,5,,23.087,,,,,
,,,,6,,497.726,,,,,
,,,,7,,81.271,,,,,
,,,,8,,153.962,,,,,
,,,,9,,46.573,,,,,
,,,,10,,53.193,,,,,
,,,,11,,481.133,,,,,
,,,,12,,65.002,,,,,
,,,,13,,726.739,,,,,
,,,,14,,166.194,,,,,
,,,,15,,101.607,,,,,
FJ190822-001,imp,W,JL,1,251.525,628.033,,,68.857,326.653,
,,,,2,,183.927,,,,,
,,,,3,,913.167,,,,,
,,,,4,,63,,,,,
,,,,5,,32.016,,,,,
,,,,6,,600.385,,,,,
,,,,7,,96.628,,,,,
,,,,8,,204.391,,,,,
,,,,9,,58.052,,,,,
,,,,10,,87.001,,,,,
,,,,11,,586.175,,,,,
,,,,12,,93.271,,,,,
,,,,13,,879.175,,,,,
,,,,14,,186.011,,,,,
,,,,15,,135.96,,,,,
FJ190814-008,imp,W,JL,1,261.284,708.807,135.678,3091.316,135.024,650.896,
,,,,2,,209.497,,,,,
,,,,3,,1078.528,,,,,
,,,,4,,65.192,,,,,
,,,,5,,30.017,,,,,
,,,,6,,648.74,,,,,
,,,,7,,114.39,,,,,
,,,,8,,222.046,,,,,
,,,,9,,61.855,,,,,
,,,,10,,92.145,,,,,
,,,,11,,646.449,,,,,
,,,,12,,119.902,,,,,
,,,,13,,1027.481,,,,,
,,,,14,,213.546,,,,,
,,,,15,,137.117,,,,,
FJ190814-007,imp,W,JL,1,255.995,604.305,144.229,2540.043,138.1,660.136,
,,,,2,,189.615,,,,,
,,,,3,,909.43,,,,,
,,,,4,,58.052,,,,,
,,,,5,,26.019,,,,,
,,,,6,,592.209,,,,,
,,,,7,,88.051,,,,,
,,,,8,,204.859,,,,,
,,,,9,,55.579,,,,,
,,,,10,,71.483,,,,,
,,,,11,,544.783,,,,,
,,,,12,,75.664,,,,,
,,,,13,,877.29,,,,,
,,,,14,,150.615,,,,,
,,,,15,,102.396,,,,,
FJ190814-006,imp,W,JL,1,219.499,574.843,137.229,2949.459,136.959,667.707,
,,,,2,,177.138,,,,,
,,,,3,,839.799,,,,,
,,,,4,,56.569,,,,,
,,,,5,,24,,,,,
,,,,6,,516.597,,,,,
,,,,7,,71.309,,,,,
,,,,8,,177.301,,,,,
,,,,9,,55.543,,,,,
,,,,10,,66.618,,,,,
,,,,11,,491.955,,,,,
,,,,12,,80.834,,,,,
,,,,13,,838.945,,,,,
,,,,14,,161.149,,,,,
,,,,15,,123.369,,,,,
FJ190716-009,imp,W,JL,1,253.367,609.932,69.642,1276.181,66.685,342.841,
,,,,2,,198.595,,,,,
,,,,3,,921.371,,,,,
,,,,4,,68.447,,,,,
,,,,5,,34.234,,,,,
,,,,6,,599.898,,,,,
,,,,7,,101.193,,,,,
,,,,8,,189.255,,,,,
,,,,9,,56.613,,,,,
,,,,10,,NA,,,,,
,,,,11,,574.674,,,,,
,,,,12,,74.374,,,,,
,,,,13,,868.226,,,,,
,,,,14,,186.938,,,,,
,,,,15,,137.641,,,,,
FJ190715-002,imp,W,JL,1,295.091,730.286,68.848,1399.146,67.519,299.292,
,,,,2,,230.703,,,,,
,,,,3,,1042.905,,,,,
,,,,4,,70.682,,,,,
,,,,5,,36.056,,,,,
,,,,6,,628.918,,,,,
,,,,7,,121.342,,,,,
,,,,8,,242.333,,,,,
,,,,9,,75.538,,,,,
,,,,10,,95.385,,,,,
,,,,11,,668.025,,,,,
,,,,12,,88.138,,,,,
,,,,13,,1025.722,,,,,
,,,,14,,208.125,,,,,
,,,,15,,148.273,,,,,
FJ190710-003,imp,W,JL,1,248.868,626.001,68.366,1209.969,68.072,341.696,
,,,,2,,182.011,,,,,
,,,,3,,932.639,,,,,
,,,,4,,66.483,,,,,
,,,,5,,34.525,,,,,
,,,,6,,586.736,,,,,
,,,,7,,98.311,,,,,
,,,,8,,214.459,,,,,
,,,,9,,65.376,,,,,
,,,,10,,85,,,,,
,,,,11,,592.292,,,,,
,,,,12,,93.96,,,,,
,,,,13,,894.139,,,,,
,,,,14,,192.419,,,,,
,,,,15,,125.172,,,,,
FJ190705-003,imp,W,JL,1,255.349,584.852,67.912,1364.8,68.066,321.31,
,,,,2,,187.128,,,,,
,,,,3,,848.959,,,,,
,,,,4,,55.009,,,,,
,,,,5,,28.231,,,,,
,,,,6,,526.035,,,,,
,,,,7,,97,,,,,
,,,,8,,212.143,,,,,
,,,,9,,57.14,,,,,
,,,,10,,74.55,,,,,
,,,,11,,542.462,,,,,
,,,,12,,74.01,,,,,
,,,,13,,843.957,,,,,
,,,,14,,182.584,,,,,
,,,,15,,120.42,,,,,
FJ190612-002,imp,W,JL,1,303.511,710.518,69.207,1186.297,70.425,304.304,
,,,,2,,193.582,,,,,
,,,,3,,963.084,,,,,
,,,,4,,74.027,,,,,
,,,,5,,21.1,,,,,
,,,,6,,588.782,,,,,
,,,,7,,90.2,,,,,
,,,,8,,227.316,,,,,
,,,,9,,56.036,,,,,
,,,,10,,85.721,,,,,
,,,,11,,623.821,,,,,
,,,,12,,77.073,,,,,
,,,,13,,923.11,,,,,
,,,,14,,212.984,,,,,
,,,,15,,131.244,,,,,
FJ190529-001,imp,W,JL,1,179.986,646.784,,,68.637,476.151,
,,,,2,,196.499,,,,,
,,,,3,,912.478,,,,,
,,,,4,,58.464,,,,,
,,,,5,,26.683,,,,,
,,,,6,,630.249,,,,,
,,,,7,,93.343,,,,,
,,,,8,,174.523,,,,,
,,,,9,,50.16,,,,,
,,,,10,,64.511,,,,,
,,,,11,,607.319,,,,,
,,,,12,,98.624,,,,,
,,,,13,,901.776,,,,,
,,,,14,,185.744,,,,,
,,,,15,,130.817,,,,,
DRA190824-006,imp,W,JL,1,366.68,752.767,137.952,2084.728,137.376,524.485,
,,,,2,,213.396,,,,,
,,,,3,,998.965,,,,,
,,,,4,,74.431,,,,,
,,,,5,,30.067,,,,,
,,,,6,,691.664,,,,,
,,,,7,,116.709,,,,,
,,,,8,,224.72,,,,,
,,,,9,,60.299,,,,,
,,,,10,,94.119,,,,,
,,,,11,,701.967,,,,,
,,,,12,,96.298,,,,,
,,,,13,,1022.815,,,,,
,,,,14,,208.079,,,,,
,,,,15,,161.301,,,,,
AO190715-001,imp,W,JL,1,329.721,739.114,70.027,1130.916,68.467,280.492,
,,,,2,,218.05,,,,,
,,,,3,,1053.365,,,,,
,,,,4,,70.711,,,,,
,,,,5,,31.401,,,,,
,,,,6,,676.244,,,,,
,,,,7,,114.004,,,,,
,,,,8,,244.255,,,,,
,,,,9,,63.789,,,,,
,,,,10,,91.631,,,,,
,,,,11,,663.218,,,,,
,,,,12,,77.205,,,,,
,,,,13,,991.365,,,,,
,,,,14,,224.949,,,,,
,,,,15,,145.121,,,,,
190815-004,imp,W,JL,1,265.713,659.729,70.407,1424.169,67.3,302.853,DRA190815-004
,,,,2,,201.002,,,,,
,,,,3,,919.431,,,,,
,,,,4,,67.365,,,,,
,,,,5,,31.575,,,,,
,,,,6,,636.637,,,,,
,,,,7,,97.082,,,,,
,,,,8,,206.932,,,,,
,,,,9,,62.362,,,,,
,,,,10,,79.511,,,,,
,,,,11,,599.928,,,,,
,,,,12,,77.429,,,,,
,,,,13,,921.843,,,,,
,,,,14,,186.261,,,,,
,,,,15,,128.25,,,,,
190815-003,imp,W,JL,1,250.761,605.31,70.218,1251.272,69.57,279.12,DRA190815-003
,,,,2,,140.246,,,,,
,,,,3,,842.562,,,,,
,,,,4,,57.559,,,,,
,,,,5,,19.235,,,,,
,,,,6,,584,,,,,
,,,,7,,90.094,,,,,
,,,,8,,173.125,,,,,
,,,,9,,57.428,,,,,
,,,,10,,71.659,,,,,
,,,,11,,540.167,,,,,
,,,,12,,53.796,,,,,
,,,,13,,754.019,,,,,
,,,,14,,161.375,,,,,
,,,,15,,120.067,,,,,
190815-002,imp,W,JL,1,256.025,604.829,70.593,1252.867,69.065,295.296,DRA190815-002
,,,,2,,162.262,,,,,
,,,,3,,858.467,,,,,
,,,,4,,46.4,,,,,
,,,,5,,22.672,,,,,
,,,,6,,593.46,,,,,
,,,,7,,101.257,,,,,
,,,,8,,200.658,,,,,
,,,,9,,56.036,,,,,
,,,,10,,76.231,,,,,
,,,,11,,519.711,,,,,
,,,,12,,63.971,,,,,
,,,,13,,795.135,,,,,
,,,,14,,164.344,,,,,
,,,,15,,125.004,,,,,
TJ190530-003,imp,Q,JL,1,142.591,600.213,67.315,2123.17,71,489.048,
,,,,2,,161.385,,,,,
,,,,3,,1069.857,,,,,
,,,,4,,54.083,,,,,
,,,,5,,21.024,,,,,
,,,,6,,530.11,,,,,
,,,,7,,69.426,,,,,
,,,,8,,143.591,,,,,
,,,,9,,31.145,,,,,
,,,,10,,48.456,,,,,
,,,,11,,503.719,,,,,
,,,,12,,72.49,,,,,
,,,,13,,720.226,,,,,
,,,,14,,148.003,,,,,
,,,,15,,112.805,,,,,
JL190905-001,imp,M,JL,1,248.761,643.372,68.287,1279.739,68.485,327.083,
,,,,2,,173.026,,,,,
,,,,3,,912.845,,,,,
,,,,4,,67.119,,,,,
,,,,5,,26.173,,,,,
,,,,6,,583.748,,,,,
,,,,7,,93.744,,,,,
,,,,8,,204.431,,,,,
,,,,9,,54.332,,,,,
,,,,10,,74.798,,,,,
,,,,11,,590.931,,,,,
,,,,12,,66.372,,,,,
,,,,13,,887.612,,,,,
,,,,14,,197.669,,,,,
,,,,15,,124.487,,,,,
FJ190827-008,imp,M,JL,1,263.769,614.564,136.678,2667.013,128.291,520.593,
,,,,2,,174.244,,,,,
,,,,3,,870.358,,,,,
,,,,4,,59.464,,,,,
,,,,5,,27.295,,,,,
,,,,6,,575.017,,,,,
,,,,7,,89.09,,,,,
,,,,8,,190.396,,,,,
,,,,9,,50.359,,,,,
,,,,10,,74.216,,,,,
,,,,11,,543.215,,,,,
,,,,12,,56.48,,,,,
,,,,13,,869.682,,,,,
,,,,14,,177.023,,,,,
,,,,15,,117.047,,,,,
FJ190814-002,imp,M,JL,1,212.171,562.723,143.676,2537.023,133.778,622.903,
,,,,2,,148.661,,,,,
,,,,3,,874.026,,,,,
,,,,4,,52.345,,,,,
,,,,5,,25.318,,,,,
,,,,6,,541.25,,,,,
,,,,7,,86.006,,,,,
,,,,8,,203.229,,,,,
,,,,9,,46.615,,,,,
,,,,10,,63.908,,,,,
,,,,11,,515.984,,,,,
,,,,12,,81.042,,,,,
,,,,13,,860.044,,,,,
,,,,14,,160.112,,,,,
,,,,15,,114.272,,,,,
DRA190824-005,imp,M,JL,1,298.229,697.252,140.032,2408.339,139.729,580.932,
,,,,2,,213.6,,,,,
,,,,3,,995.317,,,,,
,,,,4,,70.064,,,,,
,,,,5,,30.017,,,,,
,,,,6,,621.699,,,,,
,,,,7,,96.177,,,,,
,,,,8,,220.162,,,,,
,,,,9,,69.635,,,,,
,,,,10,,86.662,,,,,
,,,,11,,664.498,,,,,
,,,,12,,74.332,,,,,
,,,,13,,978.014,,,,,
,,,,14,,222.104,,,,,
,,,,15,,135.074,,,,,
FJ190827-017,ferv,W,JL,1,214.374,648.115,137.876,2999.528,136.2,666.108,
,,,,2,,178.34,,,,,
,,,,3,,987.072,,,,,
,,,,4,,62.008,,,,,
,,,,5,,22,,,,,
,,,,6,,710.128,,,,,
,,,,7,,105.309,,,,,
,,,,8,,217.89,,,,,
,,,,9,,50.606,,,,,
,,,,10,,67.095,,,,,
,,,,11,,598.962,,,,,
,,,,12,,83.651,,,,,
,,,,13,,962.513,,,,,
,,,,14,,183.619,,,,,
,,,,15,,123.584,,,,,
FJ190827-009,ferv,W,JL,1,204.367,628.856,138.815,2748.702,138.047,622.206,
,,,,2,,172.662,,,,,
,,,,3,,942.404,,,,,
,,,,4,,62.801,,,,,
,,,,5,,18.028,,,,,
,,,,6,,661.638,,,,,
,,,,7,,98.412,,,,,
,,,,8,,192.7,,,,,
,,,,9,,46.69,,,,,
,,,,10,,76.942,,,,,
,,,,11,,574.465,,,,,
,,,,12,,65.417,,,,,
,,,,13,,870.645,,,,,
,,,,14,,162.929,,,,,
,,,,15,,115.694,,,,,
FJ190709-003,ferv,W,JL,1,221.496,586.581,65.46,1243.184,68.604,300.912,
,,,,2,,158.269,,,,,
,,,,3,,857.151,,,,,
,,,,4,,58.07,,,,,
,,,,5,,21.095,,,,,
,,,,6,,558.734,,,,,
,,,,7,,88.323,,,,,
,,,,8,,173.492,,,,,
,,,,9,,46.615,,,,,
,,,,10,,76.891,,,,,
,,,,11,,528.757,,,,,
,,,,12,,63.111,,,,,
,,,,13,,834.946,,,,,
,,,,14,,162.89,,,,,
,,,,15,,116.619,,,,,
AOI190709-001,ferv,W,JL,1,247.826,627.373,70.218,1276.597,68.469,320.899,
,,,,2,,179.246,,,,,
,,,,3,,994.755,,,,,
,,,,4,,64.195,,,,,
,,,,5,,23.022,,,,,
,,,,6,,598.366,,,,,
,,,,7,,103.019,,,,,
,,,,8,,210.807,,,,,
,,,,9,,61.205,,,,,
,,,,10,,79.748,,,,,
,,,,11,,583.757,,,,,
,,,,12,,90.22,,,,,
,,,,13,,950.783,,,,,
,,,,14,,177.102,,,,,
,,,,15,,130.587,,,,,
FJ190711-001,ferv,Q,JL,1,213.113,684.368,65.346,2375.132,65.015,461.861,
,,,,2,,195.727,,,,,
,,,,3,,1004.559,,,,,
,,,,4,,66.242,,,,,
,,,,5,,26.571,,,,,
,,,,6,,722.261,,,,,
,,,,7,,106.019,,,,,
,,,,8,,195.1,,,,,
,,,,9,,48.042,,,,,
,,,,10,,65.443,,,,,
,,,,11,,651.498,,,,,
,,,,12,,86.37,,,,,
,,,,13,,985.73,,,,,
,,,,14,,180.278,,,,,
,,,,15,,112.089,,,,,
FJ190827-007,bor,W,JL,1,173.93,566.414,137.391,2647.965,134.136,747.867,
,,,,2,,146.373,,,,,
,,,,3,,914.907,,,,,
,,,,4,,52.802,,,,,
,,,,5,,21.19,,,,,
,,,,6,,566.795,,,,,
,,,,7,,83.006,,,,,
,,,,8,,173.822,,,,,
,,,,9,,43.863,,,,,
,,,,10,,54.65,,,,,
,,,,11,,536.695,,,,,
,,,,12,,62.553,,,,,
,,,,13,,849.636,,,,,
,,,,14,,148.772,,,,,
,,,,15,,114.739,,,,,
FJ190827-005,bor,W,JL,1,211.316,674.681,138.697,3459.682,136.641,759.924,
,,,,2,,179.477,,,,,
,,,,3,,1076.66,,,,,
,,,,4,,62.968,,,,,
,,,,5,,25.495,,,,,
,,,,6,,733.436,,,,,
,,,,7,,89.359,,,,,
,,,,8,,201.629,,,,,
,,,,9,,53.852,,,,,
,,,,10,,80.043,,,,,
,,,,11,,636.958,,,,,
,,,,12,,82.744,,,,,
,,,,13,,1024.645,,,,,
,,,,14,,200.998,,,,,
,,,,15,,121.342,,,,,
FJ190827-002,bor,W,JL,1,202.47,695.363,138.361,3248.066,135.563,859.593,
,,,,2,,171.467,,,,,
,,,,3,,1044.91,,,,,
,,,,4,,57.271,,,,,
,,,,5,,24.042,,,,,
,,,,6,,677.97,,,,,
,,,,7,,99.464,,,,,
,,,,8,,212.244,,,,,
,,,,9,,56.754,,,,,
,,,,10,,75.296,,,,,
,,,,11,,634.748,,,,,
,,,,12,,64.498,,,,,
,,,,13,,1005.658,,,,,
,,,,14,,184.098,,,,,
,,,,15,,128.752,,,,,
FJ190809-003,bor,W,,1,198.874,575.569,138.233,2740.514,137.458,715.794,
,,,,2,,168.024,,,,,
,,,,3,,912.269,,,,,
,,,,4,,58.078,,,,,
,,,,5,,22,,,,,
,,,,6,,597.308,,,,,
,,,,7,,100.285,,,,,
,,,,8,,207.725,,,,,
,,,,9,,50.16,,,,,
,,,,10,,71.19,,,,,
,,,,11,,536.993,,,,,
,,,,12,,65.994,,,,,
,,,,13,,883.719,,,,,
,,,,14,,157.08,,,,,
,,,,15,,111.544,,,,,
FJ190809-011,bor,W,JL,1,312.374,560.847,139.344,1939.105,138.903,477.98,
,,,,2,,195.479,,,,,
,,,,3,,770.636,,,,,
,,,,4,,55.082,,,,,
,,,,5,,25,,,,,
,,,,6,,506.686,,,,,
,,,,7,,89.14,,,,,
,,,,8,,193.147,,,,,
,,,,9,,55.082,,,,,
,,,,10,,NA,,,,,
,,,,11,,511.489,,,,,
,,,,12,,58,,,,,
,,,,13,,755.192,,,,,
,,,,14,,186.078,,,,,
,,,,15,,129.294,,,,,
PF190709-009,bim,W,JL,1,259.372,667.956,68.517,1226.204,69.261,294.245,
,,,,2,,181.199,,,,,
,,,,3,,1011.288,,,,,
,,,,4,,66.924,,,,,
,,,,5,,28.178,,,,,
,,,,6,,662.156,,,,,
,,,,7,,100.603,,,,,
,,,,8,,226.238,,,,,
,,,,9,,52.038,,,,,
,,,,10,,82.761,,,,,
,,,,11,,619.04,,,,,
,,,,12,,84.476,,,,,
,,,,13,,996.501,,,,,
,,,,14,,189.082,,,,,
,,,,15,,145.561,,,,,
PF190709-008,bim,W,JL,1,258.587,719.803,69.366,1488.531,67.98,309.458,
,,,,2,,195.727,,,,,
,,,,3,,1032.611,,,,,
,,,,4,,67.978,,,,,
,,,,5,,43.267,,,,,
,,,,6,,629.71,,,,,
,,,,7,,101.592,,,,,
,,,,8,,269.589,,,,,
,,,,9,,70.774,,,,,
,,,,10,,93.983,,,,,
,,,,11,,654.306,,,,,
,,,,12,,114.551,,,,,
,,,,13,,983.933,,,,,
,,,,14,,207.625,,,,,
,,,,15,,150.615,,,,,
MY190621-002,bim,W,JL,1,251.673,628.914,70.029,1279.075,68.347,288.173,
,,,,2,,169.319,,,,,
,,,,3,,933.956,,,,,
,,,,4,,61.205,,,,,
,,,,5,,27.659,,,,,
,,,,6,,612.53,,,,,
,,,,7,,92.315,,,,,
,,,,8,,214.602,,,,,
,,,,9,,55.606,,,,,
,,,,10,,77.372,,,,,
,,,,11,,571.581,,,,,
,,,,12,,86.796,,,,,
,,,,13,,917.729,,,,,
,,,,14,,180.624,,,,,
,,,,15,,121.334,,,,,
MY190621-001,bim,W,JL,1,239.675,604.497,69.019,1189.218,70.434,277.222,
,,,,2,,151.855,,,,,
,,,,3,,972.196,,,,,
,,,,4,,58.694,,,,,
,,,,5,,31.064,,,,,
,,,,6,,554.052,,,,,
,,,,7,,94.021,,,,,
,,,,8,,223.349,,,,,
,,,,9,,60.407,,,,,
,,,,10,,72.246,,,,,
,,,,11,,544.002,,,,,
,,,,12,,94.108,,,,,
,,,,13,,907.023,,,,,
,,,,14,,164.451,,,,,
,,,,15,,137.539,,,,,
MY190619-002,bim,W,JL,1,259.604,686.535,69.334,1369.345,70.349,297.866,
,,,,2,,170.426,,,,,
,,,,3,,1009.316,,,,,
,,,,4,,62.129,,,,,
,,,,5,,32.558,,,,,
,,,,6,,624.883,,,,,
,,,,7,,99.161,,,,,
,,,,8,,241.449,,,,,
,,,,9,,60.745,,,,,
,,,,10,,72.955,,,,,
,,,,11,,610.359,,,,,
,,,,12,,92.276,,,,,
,,,,13,,992.141,,,,,
,,,,14,,192.338,,,,,
,,,,15,,145.496,,,,,
LMB190715-001,bim,W,JL,1,204.867,591.047,68.639,1554.647,67.216,343.284,
,,,,2,,164.073,,,,,
,,,,3,,923.886,,,,,
,,,,4,,55.317,,,,,
,,,,5,,21.024,,,,,
,,,,6,,579.121,,,,,
,,,,7,,89.185,,,,,
,,,,8,,200.334,,,,,
,,,,9,,43.829,,,,,
,,,,10,,71.598,,,,,
,,,,11,,549.414,,,,,
,,,,12,,79.15,,,,,
,,,,13,,863.385,,,,,
,,,,14,,158.373,,,,,
,,,,15,,108.259,,,,,
JL190806-008,bim,W,JL,1,208.163,574.543,141.416,2784.564,140.911,671.739,
,,,,2,,170.558,,,,,
,,,,3,,900.628,,,,,
,,,,4,,57,,,,,
,,,,5,,26.077,,,,,
,,,,6,,600.704,,,,,
,,,,7,,77.466,,,,,
,,,,8,,202.309,,,,,
,,,,9,,47.297,,,,,
,,,,10,,73.082,,,,,
,,,,11,,564.571,,,,,
,,,,12,,62.67,,,,,
,,,,13,,887.054,,,,,
,,,,14,,174.771,,,,,
,,,,15,,128.876,,,,,
JL190806-004,bim,W,JL,1,247.544,678.552,139.933,2696.068,140.536,603.925,
,,,,2,,177.341,,,,,
,,,,3,,1019.7,,,,,
,,,,4,,63.977,,,,,
,,,,5,,29.12,,,,,
,,,,6,,686.358,,,,,
,,,,7,,111.4,,,,,
,,,,8,,239.126,,,,,
,,,,9,,56.921,,,,,
,,,,10,,76.402,,,,,
,,,,11,,626.878,,,,,
,,,,12,,89.319,,,,,
,,,,13,,989.326,,,,,
,,,,14,,217.497,,,,,
,,,,15,,133.522,,,,,
JL190716-005,bim,W,JL,1,314.026,672.643,69.642,986.522,68.869,257.527,
,,,,2,,173.623,,,,,
,,,,3,,966.175,,,,,
,,,,4,,63.008,,,,,
,,,,5,,27.659,,,,,
,,,,6,,634.95,,,,,
,,,,7,,104.139,,,,,
,,,,8,,234.271,,,,,
,,,,9,,57.28,,,,,
,,,,10,,96.202,,,,,
,,,,11,,604.372,,,,,
,,,,12,,64.081,,,,,
,,,,13,,993.715,,,,,
,,,,14,,202.272,,,,,
,,,,15,,144.139,,,,,
JL190703-014,bim,W,JL,1,242.922,648.077,68.494,1472.485,68.508,313.394,
,,,,2,,192.094,,,,,
,,,,3,,1054.485,,,,,
,,,,4,,66.121,,,,,
,,,,5,,28,,,,,
,,,,6,,695.881,,,,,
,,,,7,,104.043,,,,,
,,,,8,,249.214,,,,,
,,,,9,,59.169,,,,,
,,,,10,,79.632,,,,,
,,,,11,,618.116,,,,,
,,,,12,,63.042,,,,,
,,,,13,,1057.871,,,,,
,,,,14,,198.93,,,,,
,,,,15,,134.134,,,,,
JL190703-013,bim,W,JL,1,319.89,717.714,69.051,1121.294,68.421,253.393,
,,,,2,,180.469,,,,,
,,,,3,,1055.646,,,,,
,,,,4,,66.098,,,,,
,,,,5,,32.558,,,,,
,,,,6,,706.871,,,,,
,,,,7,,122.703,,,,,
,,,,8,,239.407,,,,,
,,,,9,,64.351,,,,,
,,,,10,,90.25,,,,,
,,,,11,,664.35,,,,,
,,,,12,,86.902,,,,,
,,,,13,,1046.655,,,,,
,,,,14,,210.09,,,,,
,,,,15,,134.837,,,,,
JL190703-012,bim,W,JL,1,218.894,599.488,68.99,1497.195,68.773,331.602,
,,,,2,,167.171,,,,,
,,,,3,,949.761,,,,,
,,,,4,,54.12,,,,,
,,,,5,,28.178,,,,,
,,,,6,,618.108,,,,,
,,,,7,,83.528,,,,,
,,,,8,,211.087,,,,,
,,,,9,,55.145,,,,,
,,,,10,,73.839,,,,,
,,,,11,,567.62,,,,,
,,,,12,,58.248,,,,,
,,,,13,,912.014,,,,,
,,,,14,,168.656,,,,,
,,,,15,,134.406,,,,,
JL190703-007,bim,W,JL,1,207.719,550.045,68.524,1331.787,69.519,304.631,
,,,,2,,152.958,,,,,
,,,,3,,836.967,,,,,
,,,,4,,53.226,,,,,
,,,,5,,28.284,,,,,
,,,,6,,543.805,,,,,
,,,,7,,82.565,,,,,
,,,,8,,194.759,,,,,
,,,,9,,48.754,,,,,
,,,,10,,77.776,,,,,
,,,,11,,487.763,,,,,
,,,,12,,63.503,,,,,
,,,,13,,760.161,,,,,
,,,,14,,159.364,,,,,
,,,,15,,108.259,,,,,
JL190628-005,bim,W,JL,1,213.545,602.24,69.007,1464.059,69.85,335.172,
,,,,2,,165.003,,,,,
,,,,3,,930.772,,,,,
,,,,4,,56,,,,,
,,,,5,,25,,,,,
,,,,6,,610.699,,,,,
,,,,7,,96.566,,,,,
,,,,8,,215.968,,,,,
,,,,9,,57.245,,,,,
,,,,10,,80.253,,,,,
,,,,11,,538.399,,,,,
,,,,12,,83.578,,,,,
,,,,13,,896.06,,,,,
,,,,14,,171.814,,,,,
,,,,15,,118.423,,,,,
JL190628-004,bim,W,JL,1,243.333,673.191,69.681,1386.046,68.341,325.994,
,,,,2,,171.828,,,,,
,,,,3,,968.833,,,,,
,,,,4,,61.612,,,,,
,,,,5,,33.734,,,,,
,,,,6,,650.411,,,,,
,,,,7,,101.237,,,,,
,,,,8,,223.658,,,,,
,,,,9,,61.351,,,,,
,,,,10,,84.983,,,,,
,,,,11,,609.036,,,,,
,,,,12,,86.386,,,,,
,,,,13,,963.169,,,,,
,,,,14,,176.672,,,,,
,,,,15,,129.634,,,,,
JL190627-001,bim,W,JL,1,255.68,571.594,72.067,998.955,68.58,262.8,
,,,,2,,158.455,,,,,
,,,,3,,878.627,,,,,
,,,,4,,55.362,,,,,
,,,,5,,30.083,,,,,
,,,,6,,565.355,,,,,
,,,,7,,94.085,,,,,
,,,,8,,218.278,,,,,
,,,,9,,52.154,,,,,
,,,,10,,75.212,,,,,
,,,,11,,549.233,,,,,
,,,,12,,82.083,,,,,
,,,,13,,874.835,,,,,
,,,,14,,181.604,,,,,
,,,,15,,117.047,,,,,
JL190619-009,bim,W,JL,1,240.424,627.456,69.766,1447.276,70.289,304.322,
,,,,2,,155.724,,,,,
,,,,3,,1002.577,,,,,
,,,,4,,63.285,,,,,
,,,,5,,26,,,,,
