specimen.id,species,caste,image.initials,digitizer,its.mm,body.length.mm,l1_femurL_1,l1_femurL_2,l1_femurW_1,l1_femurW_2,l1_tibiaL_1,l1_tibiaL_2,l1_tibiaW_1,l1_tibiaW_2,l1_btarsL_1,l1_btarsL_2,l1_btarsW_1,l1_btarsW_2,l2_femurL_1,l2_femurL_2,l2_femurW_1,l2_femurW_2,l2_tibiaL_1,l2_tibiaL_2,l2_tibiaW_1,l2_tibiaW_2,l2_btarsL_1,l2_btarsL_2,l2_btarsW_1,l2_btarsW_2,l3_femurL_1,l3_femurL_2,l3_femurW_1,l3_femurW_2,l3_tibiaL_1,l3_tibiaL_2,l3_tibiaW_1,l3_tibiaW_2,l3_btarsL_1,l3_btarsL_2,l3_btarsW_1,l3_btarsW_2,notes
FJ190627-004,impatiens,W,CL,PF,4.212,19.807,2.412,,0.433,,1.513,,0.535,,1.437,,0.484,,2.401,2.377,0.835,0.887,1.883,2.104,0.804,0.712,2.023,1.99,,0.593,2.676,2.866,0.859,0.779,3.12,2.891,1.027,0.972,1.885,2.281,0.8,0.911,
FJ190627-005,impatiens,W,CL,PF,4.201,16.837,2.086,1.83,0.41,0.625,1.649,,0.541,,1.155,,0.416,,2.032,1.671,0.82,0.748,1.766,1.887,0.653,0.574,1.636,1.761,0.457,0.435,2.487,2.511,0.775,0.778,2.813,2.89,0.791,0.851,1.972,1.9,0.695,0.658,
FJ190703-001,vagans,W,DY,PF,3.506968667,17.42931989,,,,,,,,,,,,,2.044,1.841,0.797,0.745,1.513,1.76,0.647,0.651,1.466,1.565,0.472,0.496,2.14,1.826,0.778,0.691,2.358,2.4,0.968,0.771,1.639,1.663,0.62,0.627,
FJ190703-002,vagans,W,DY,PF,4.046042623,16.75721241,1.699,1.744,0.421,0.374,1.422,1.506,0.478,0.383,1.176,0.901,0.311,0.313,1.87,0.958,0.757,0.493,1.699,1.676,0.714,0.585,1.684,1.683,0.54,0.482,2.086,1.931,0.674,0.705,2.465,2.395,0.579,0.672,1.68,1.658,0.53,0.589,
FJ190703-005,bimaculatus,W,DY,DY,4.473,20.815,2.097,2.284,0.804,0.587,1.959,1.955,0.7,0.672,1.831,1.715,0.589,0.651,2.703,2.273,1.105,1.125,2.23,2.276,0.855,1.229,2.365,2.479,0.696,0.941,3.838,,1.202,,3.816,3.424,1.248,1.4,2.18,1.929,1.11,1.239,
FJ190703-006,vagans,W,DY,PF,4.143,15.406,,,,,,,,,,,,,1.837,1.827,0.735,0.732,1.821,1.771,0.59,0.607,1.647,1.656,0.441,0.472,2.152,,0.763,,2.361,,0.654,,1.674,,0.508,,
FJ190703-008,vagans,W,DY,PF,3.999,16.448,1.554,,0.415,,1.421,,0.432,,1.101,,0.36,,1.195,2.044,0.604,0.63,1.662,1.702,0.665,0.644,1.643,1.626,0.506,0.447,1.177,1.716,0.55,0.607,2.965,2.429,0.977,0.532,1.759,1.677,0.672,0.457,
FJ190703-009,perplexus,W,DY,PF,4.505506592,19.21960979,1.624,,0.545,,1.553,,0.506,,1.313,,0.349,,2.223,2.236,0.911,0.857,1.973,2.093,0.734,0.659,1.844,1.759,0.522,0.506,2.205,,0.322,,2.889,,0.874,,1.846,,0.873,,
FJ190703-010,ternarius,W,CL,PF,4.061370951,16.87854015,1.928,,0.533,,1.15,,1,,1.189,,0.332,,,,,,,,,,,,,,2.065,1.837,0.56,0.665,2.347,2.63,0.858,0.926,1.75,1.867,0.589,0.72,
FJ190703-012,vagans,W,DY,PF,4.581926329,18.99997086,1.904,,0.452,,1.532,,0.419,,1.326,,0.449,,2.153,1.973,0.79,0.813,1.882,1.929,0.686,0.767,1.91,1.767,0.569,0.553,2.433,2.526,0.608,0.829,3.025,2.824,0.802,1.016,1.862,1.698,0.674,0.645,
FJ190703-013,impatiens,W,CL,PF,4.166,18.066,,,,,,,,,,,,,2.064,1.913,0.769,0.9,1.823,1.8,0.747,0.703,1.767,1.837,0.585,0.597,2.361,2.591,0.701,0.8,2.758,2.539,0.795,0.867,1.771,2.007,0.576,0.736,
FJ190705-004,bimaculatus,W,DY,DY,4.088,17.261,,,,,,,,,,,,,,,,,,2.043,,0.897,1.752,1.912,0.687,0.699,2.614,,0.884,,2.828,3.147,1.119,1.028,1.932,1.734,0.834,0.969,
FJ190709-001,vagans,W,DY,PF,4.116863734,18.71097752,,,,,1.417,1.499,0.386,0.441,1.251,1.128,0.302,0.281,1.961,2.084,0.766,0.773,1.886,1.89,0.618,0.658,1.42,1.64,0.491,0.505,1.96,1.799,0.775,0.622,2.373,2.514,0.825,0.73,1.657,1.583,0.673,0.468,
FJ190709-002,borealis,W,CL,PF,5.056,22.899,1.585,2.437,0.543,0.687,1.859,1.756,0.688,0.554,1,,0.534,,3.031,2.731,1.047,1.081,2.383,2.169,0.934,0.905,2.077,2.182,0.738,0.742,3,3.174,1.013,0.906,3.058,3.164,1.026,0.943,2.137,2.401,0.263,0.739,
FJ190709-003,borealis,W,CL,PF,4.386216547,18.99150626,1.882,,0.546,,1.546,,0.519,,1.473,,0.428,,2.083,2.395,0.924,0.811,1.964,1.926,0.705,0.648,1.799,1.897,0.493,0.51,2.99,2.76,0.903,0.807,2.738,2.628,0.903,1.02,1.797,1.983,0.593,0.639,
FJ190709-004,bimaculatus,W,CL,PF,4.471,18.188,2.14,1.772,0.612,0.629,1.632,1.872,0.503,0.472,1.457,1.423,0.42,0.35,2.661,2.781,0.934,0.911,2.237,2.212,0.77,0.822,2.189,2.176,0.592,0.63,2.973,3.136,0.934,0.891,3.203,2.924,1.139,1.032,2.273,2.24,0.733,0.956,
FJ190709-005,bimaculatus,W,CL,PF,4.561,21.146,,,,,,,,,,,,,2.716,,0.992,,2.252,,0.796,,2.166,,0.548,,2.797,2.641,0.752,0.724,3.264,3.002,0.985,1.017,2.087,2.294,0.519,0.782,
FJ190709-006,bimaculatus,W,DY,DY,4.114,19.547,1.871,,0.856,,2.151,,0.807,,1.979,,0.734,,2.652,2.798,1.076,1.027,2.42,2.596,1.157,1.052,2.664,2.528,0.839,0.687,2.57,3.375,0.955,1.229,3.931,3.868,1.604,1.334,2.228,2.849,1.208,1.064,
FJ190709-007,bimaculatus,W,DY,DY,4.36,19.92,2.588,,0.747,,2.067,,0.687,,1.791,,0.647,,2.923,2.965,1.108,1.383,2.684,2.604,1.157,1.313,2.436,2.829,0.823,0.944,3.346,3.219,1.704,0.99,3.638,3.898,1.599,0.992,2.609,2.763,1.24,0.766,
FJ190709-008,impatiens,W,CL,PF,4.715,18.478,1.96,1.928,0.43,0.518,1.628,1.458,0.519,0.486,1.389,1.177,0.404,0.444,2.802,,0.721,,1.751,,0.672,,1.798,,0.617,,2.617,2.559,0.874,0.815,2.992,2.834,0.867,0.849,1.962,2.004,0.639,0.57,
FJ190709-009,vagans,W,CL,PF,4.645,15.697,1.955,1.931,0.608,0.559,1.562,1.384,0.454,0.449,1.417,1.419,0.353,0.408,2.32,2.344,0.895,0.939,1.883,2.012,0.836,0.75,1.794,1.827,0.59,0.647,2.381,,0.747,,3.049,,0.7,,1.912,,0.59,,
FJ190709-010,bimaculatus,W,Dy,DY,4.504,17.962,2.516,2.277,0.763,0.723,2.076,2.204,0.731,0.784,1.915,1.896,0.699,0.565,3.309,3.902,1.219,1.141,2.641,2.695,1.022,1.136,2.623,2.719,0.855,0.784,4.119,3.497,1.219,1.846,3.671,3.659,1.509,1.451,2.567,2.719,1.316,1.284,
FJ190709-011,vagans,W,DY,PF,4.307294443,22.59225076,2.081,1.77,0.557,0.555,1.539,1.517,0.457,0.497,1.335,1.438,0.42,0.477,2.569,,0.887,,2.093,,0.709,,2.099,,0.589,,2.663,2.671,0.891,0.861,3.146,3.119,0.999,0.955,1.815,2.052,0.828,0.888,
FJ190709-012,bimaculatus,W,DY,DY,4.192,17.878,,,,,,,,,,,,,2.423,2.927,1.07,1.176,2.58,1.809,0.977,0.797,2.228,2.222,0.769,0.661,,,,,3.468,3.431,1.251,1.135,2.014,2.038,1.011,1.009,
FJ190710-001,bimaculatus,W,DY,DY,4.471,21.839,2.777,,0.769,,2.181,2.027,0.726,0.74,1.897,1.913,0.618,0.526,2.869,2.908,1.304,1.322,2.875,2.522,1.061,0.87,2.713,2.866,0.847,0.793,3.896,3.472,1.252,1.171,3.827,3.078,1.285,1.338,2.742,4.146,1.176,1.207,
FJ190710-002,bimaculatus,M,DY,DY,5.228237026,18.74399042,2.935,3.579,0.739,0.916,2.475,2.268,0.758,0.677,2.294,2.218,0.783,0.523,3.585,3.096,1.231,1.283,2.801,2.955,1.172,1.239,3.484,3.392,0.896,0.719,4.005,4.178,1.21,1.265,4.361,4.246,1.197,1.069,3.438,3.461,0.763,0.876,
FJ190710-003,impatiens,W,CL,PF,5.02,17.698,2.708,2.691,0.485,0.531,1.74,1.57,0.679,0.632,1.629,1.512,0.496,0.485,2.94,2.563,0.855,0.917,2.07,2.17,0.725,0.796,2.216,2.078,0.602,0.648,2.907,2.438,0.926,0.808,2.967,3.528,1.048,0.839,2.27,2.414,1.028,0.707,
FJ190710-004,impatiens,W,CL,PF,5.446,18.484,1.981,1.449,0.637,0.585,1.775,1.718,0.553,0.529,1.495,1.458,0.461,0.451,2.77,,0.976,,2.313,,0.728,,2.293,,0.684,,3.023,3.086,0.96,1.003,3.164,3.357,0.999,0.98,2.343,2.114,0.997,0.954,
FJ190711-001a,borealis,Q,CL,PF,7.104,36.347,3.223,,1.356,,3.003,,1.239,,,,,,4.081,,1.571,,2.964,,1.123,,2.968,,0.776,,4.165,3.825,1.32,1.113,4.449,4.384,1.542,1.407,2.683,2.808,1.061,1.184,
FJ190711-001b,terricola,W,MEM,MEM,5.41407508,15.0521372,2.537653142,,0.558223369,,2.232471334,,0.517375454,,1.825736297,,0.432680184,,3.147444644,,1.244261721,,2.847078601,,0.696330871,,2.80141492,,0.601220883,,3.592000384,,1.09850565,,4.303439541,,1.384890974,,2.890909292,,1.210118107,,
FJ190711-002,ternarius,W,MEM,MEM,3.25424393,11.9042462,1.827776663,,0.52135769,,1.547432899,,0.45118901,,1.361927808,,0.333476206,,2.250736519,,0.830657631,,1.765838546,,0.696315507,,1.880860276,,0.427056149,,3.159538394,,0.751553065,,2.463201185,,0.880008464,,2.145692382,,0.841221184,,
FJ190711-003,terricola,W,MEM,MEM,4.73854619,15.5519175,2.558077822,,0.696101279,,2.046993746,,0.616839964,,1.760748569,,0.446119338,,3.048660824,,1.087400916,,2.653129811,,0.791004999,,2.540188568,,0.548408006,,3.547512688,,1.174805634,,4.208006538,,1.282477617,,2.743214781,,1.259758207,,
FJ190711-004,terricola,W,MEM,MEM,5.62466799,14.7305758,2.500627196,,0.686110342,,2.092660132,,0.640300754,,1.888179524,,0.528832256,,2.893547192,,1.075368267,,2.73349447,,1.005367668,,2.648081719,,0.595502168,,3.573041092,,1.164605972,,4.322676009,,1.391221889,,2.650654156,,1.223569808,,
FJ190711-005,ternarius,W,MEM,MEM,3.37128759,12.4972717,1.933495202,,0.612928601,,1.689034431,,0.68278068,,1.409464847,,0.258260238,,2.259978676,,0.890880094,,2.126338329,,0.962898587,,1.856762205,,0.702799853,,2.707141641,,0.95711969,,3.039006208,,1.120681282,,2.230632632,,0.924876134,,
FJ190711-008,ternarius,W,MEM,MEM,3.58591742,11.0525339,2.065249211,,0.555282217,,1.636913022,,0.46432932,,1.480756202,,0.369550489,,2.485324861,,0.930435744,,2.161098652,,0.974895928,,2.043222915,,0.493436856,,2.643525077,,0.911001736,,3.512414361,,1.240841851,,2.252535225,,0.989629037,,
FJ190711-009,ternarius,W,MEM,MEM,3.58974449,12.3853263,1.98277325,,0.571925926,,1.704419179,,0.514673119,,1.604589421,,0.273701151,,2.390314264,,1.011019208,,1.979992446,,0.813773737,,2.044914359,,0.672215501,,2.596372912,,0.988739935,,2.190977715,,0.790990853,,2.119530767,,0.643821744,,
FJ190711-010,impatiens,W,CL,PF,4.675,18.02,1.855,1.946,0.548,0.598,1.564,1.491,0.626,0.549,1.394,1.401,0.388,0.433,2.126,2.034,0.85,0.853,1.869,2.262,0.804,0.783,2.017,1.964,0.591,0.586,1.915,2.442,0.694,0.69,3.108,3.248,1.059,0.717,1.857,2.084,0.976,0.667,
FJ190715-001,bimaculatus,M,PF,DY,4.656952577,20.75715032,2.47,2.711,0.681,0.82,2.177,2.174,0.465,0.54,2.198,2.087,0.391,0.414,3.691,3.243,1.049,1.231,2.896,2.912,1.003,1.055,3.038,3.294,0.645,0.662,4.078,3.75,1.2,1.287,4.291,4.067,1.023,1.196,3.35,3.326,0.826,0.696,
FJ190715-002,impatiens,W,CL,PF,4.433,20.322,1.498,,0.597,,1.672,,0.464,,1.498,,0.436,,2.636,2.122,0.922,0.644,2.152,2.508,0.717,0.484,2.01,,0.581,,2.876,3.421,0.86,0.984,3.026,3.229,1.03,1.077,2.3,2.262,0.877,0.964,
FJ190716-001,ternarius,W,PF,DMO,4.040816027,15.8439397,2.242,1.583,0.634,0.595,1.858,1.537,0.631,0.564,1.377,1.427,0.512,0.369,2.596,2.402,1.027,1.107,2.025,2.184,0.814,0.817,2.256,1.866,0.437,0.62,2.859,2.966,0.969,0.932,2.813,3.469,0.952,1.117,2.273,2.331,0.848,0.888,
FJ190716-002,ternarius,W,PF,DY,4.442,17.488,2.108,,0.701,,1.893,,0.584,,1.776,,0.525,,2.732,2.599,1.159,1.165,2.553,2.199,1.011,0.808,2.52,,0.667,,3.326,3.348,0.955,1.013,3.352,3.378,1.265,1.015,2.285,2.427,0.936,0.826,
FJ190716-003,perplexus,W,PF,DMO,4.073243776,16.54975355,,,,,,,,,,,,,2.779,2.532,1.002,0.84,2.391,3.03,0.77,0.915,2.326,2.039,0.61,0.688,3.121,2.645,0.906,0.824,3.664,3.519,1.159,1.254,2.091,2.315,0.898,1.053,
FJ190716-004,bimaculatus,W,PF,DMO,3.125,16.118,2.125,1.947,0.545,0.553,1.847,1.896,0.49,0.543,1.321,1.381,0.38,0.361,2.28,,0.597,,1.959,,0.968,,1.994,,0.654,,2.42,2.648,0.823,0.805,2.881,2.877,0.68,0.939,2.162,2.033,0.735,0.824,
FJ190716-005,bimaculatus,W,PF,DMO,3.842,18.6,2.654,2.51,0.723,0.524,1.955,2.076,0.599,0.587,1.727,1.784,0.5,0.478,3.042,2.863,1.074,1.022,2.456,2.187,0.83,0.793,2.358,2.378,0.554,0.644,3.901,3.532,0.915,0.962,3.98,3.786,1.12,1.026,2.461,2.436,0.942,0.725,
FJ190716-006,bimaculatus,W,PF,DMO,4.977,20.382,2.878,2.962,0.825,0.896,2.47,2.466,0.703,0.672,2.162,2.199,0.566,0.643,3.095,2.972,1.257,1.021,2.955,3.079,1.033,0.785,3.154,,0.804,,3.895,3.829,1.494,1.213,4.449,4.522,1.387,0.915,3.027,2.873,1.118,1.219,
FJ190716-007,bimaculatus,W,PF,DMO,5.675,22.727,3.215,3.087,0.942,0.915,2.644,2.79,0.683,0.815,2.034,2.106,0.648,0.564,3.554,4.302,1.773,1.336,3.32,3.286,1.068,1.131,3.37,3.39,0.831,0.822,,4.298,,1.323,4.646,4.582,1.394,1.574,3.193,3.431,1.209,1.319,
FJ190716-008,bimaculatus,W,CL,DMO,5.141,18.325,,,,,,,,,,,,,,3.117,,1.443,,2.813,,1.081,,2.901,,0.876,3.751,2.912,1.212,0.934,4.457,4.343,1.371,1.47,2.869,2.614,1.272,1.45,
FJ190716-009,impatiens,W,CL,DMO,5.141,18.325,2.643,,0.76,,2.358,,0.665,,1.982,,0.513,,3.329,2.872,1.297,1.163,2.722,2.767,1.025,1.031,2.819,2.754,0.674,0.876,3.894,3.481,1.318,1.1,3.877,4.227,1.252,0.978,2.797,2.998,1.28,1.113,
FJ190716-013,bimaculatus,W,CL,DMO,5.453,21.583,2.943,2.824,0.831,0.78,2.341,2.324,0.828,0.575,2.03,2.065,0.461,0.449,,,,,,,,,,,,,,,,,,,,,,,,,
FJ190718-002,perplexus,W,DY,PF,4.724,18.419,1.813,1.904,0.467,0.507,1.571,1.486,0.449,0.542,1.401,1.307,0.448,0.353,2.302,2.49,0.804,0.832,2.044,2.037,0.785,0.758,1.85,1.91,0.61,0.609,2.664,2.797,0.913,0.784,2.779,2.965,0.975,0.783,1.873,1.934,0.762,0.673,
FJ190718-003,perplexus,W,,DRA,4.625,18.903,,,,,,,,,,,,,,,,,,,,,,,,,3.280771605,,0.733948937,,3.470663035,,1.249488955,,2.222513863,,1.115225942,,
FJ190724-001,vagans,M,CL,PF,3.542,15.492,1.918,1.746,0.619,0.478,1.529,1.542,0.467,0.395,1.556,1.209,0.271,0.263,3.101,,0.827,,1.865,,0.764,,2.086,,0.283,,2.935,2.635,0.633,0.853,2.871,2.709,0.617,0.664,2.124,2.229,0.43,0.576,
FJ190724-002,terricola,W,PF,DY,4.207281652,18.01213246,2.483,,0.793,,2.069,,0.67,,1.913,,0.646,,3.171,3.191,1.087,1.138,2.613,2.469,0.961,1.066,2.743,2.263,0.849,0.753,3.656,3.195,1.26,1.081,3.72,3.823,1.314,1.23,2.108,2.428,1.03,1.092,
FJ190724-003,terricola,W,CL,DMO,5.345313041,17.88439247,2.163,,0.652,,2.153,,0.705,,1.82,1.687,0.643,0.555,3.429,2.951,0.944,1.05,2.781,2.651,0.781,0.861,2.652,2.609,0.75,0.599,3.611,3.374,1.021,0.98,3.936,4.107,1.278,0.842,2.73,3.029,1.215,1.036,
FJ190724-004,bimaculatus,W,PF,DY,4.994,22.591,3.882,3.145,0.771,0.876,2.455,2.542,0.875,0.883,1.954,2.273,0.79,0.738,3.656,,1.351,,3.006,3.914,1.198,1.413,2.976,2.812,1.07,1.287,4.937,4.839,1.154,1.395,4.291,3.001,0.584,1.178,3.213,3.227,0.622,0.83,
FJ190724-006,ternarius,W,PF,DY,3.118410592,15.4935152,2.188,2.11,0.648,0.512,1.785,1.893,0.507,0.475,1.492,1.466,0.469,0.443,2.58,2.597,1.039,0.991,2.043,1.986,0.735,1.018,2.122,2.068,0.523,0.55,2.818,2.763,0.785,1.019,2.908,2.52,1.07,1.142,2.111,2.196,0.901,0.915,
FJ190809-001,ternarius,M,PF,DMO,4.028,16.044,2.774,2.277,0.841,0.856,2.329,2.441,0.722,0.719,2.358,2.339,0.381,0.323,3.369,,1.148,,2.74,,0.85,,2.745,,0.62,,2.98,,0.884,,3.634,,0.902,,2.498,,0.618,,
FJ190809-002,ternarius,W,PF,DMO,3.311960639,13.90488206,1.893,2.07,0.648,0.622,1.646,1.656,0.556,0.5,1.401,1.452,0.419,0.327,2.201,2.603,0.873,0.885,2.12,2.11,0.602,0.609,2.049,1.881,0.545,0.454,2.5,2.764,0.868,0.809,3.112,3.089,0.691,0.833,2.074,2.205,0.669,0.815,
FJ190809-003,borealis,W,DY,DY,5.207,19.825,2.645,2.489,0.724,0.783,1.941,2.017,0.634,0.601,1.562,1.834,0.583,0.604,3.783,3.466,1.073,1.413,2.026,2.543,1.301,1.002,2.762,2.595,0.846,0.787,3.616,3.804,1.019,1.27,4.061,3.968,1.094,1.217,2.59,2.506,0.914,1.001,
FJ190809-004,ternarius,W,PF,DMO,4.100345255,15.47614673,1.598,2.075,0.674,0.544,1.701,2.038,0.661,,1.509,1.051,0.548,0.519,2.442,,1.04,,2.136,,0.942,,2.155,,0.664,,2.946,2.947,0.719,0.905,3.242,3.147,0.946,0.86,2.147,2.166,0.884,0.837,Margins on one forelimb hard to distinguish
FJ190809-005,ternarius,W,DY,PF,4.242421828,15.80833933,1.733,,0.428,,1.514,,0.439,,1.215,,0.357,,2.046,2.251,0.838,0.733,1.966,1.945,0.643,0.514,1.681,1.646,0.538,0.486,2.482,2.463,0.781,0.798,2.453,2.453,0.868,0.732,1.915,1.75,0.671,0.55,
FJ190809-006,ternarius,W,PF,DMO,4.256094505,14.94658535,2.168,,0.656,,1.854,,0.468,,1.537,,0.49,,2.121,2.715,0.975,1.201,2.377,2.474,0.789,0.772,2.219,2.168,0.701,0.64,2.909,3.036,0.959,0.617,3.418,3.253,1.07,0.712,2.031,2.18,0.955,0.813,
FJ190809-007,ternarius,W,DY,PF,4.208,14.294,1.764,1.777,0.48,0.516,1.533,1.507,0.515,0.423,1.216,1.194,0.302,0.322,2.203,2.256,0.887,0.861,1.925,1.981,0.71,0.733,1.663,1.656,0.627,0.557,2.26,2.338,0.791,0.641,2.838,2.846,0.792,0.773,1.637,1.618,0.851,0.632,
FJ190809-008,ternarius,W,DY,PF,4.070088268,13.6186886,1.736,,0.489,,1.467,,0.392,,1.192,,0.284,,1.839,1.837,0.745,0.786,1.979,1.715,0.554,0.608,1.621,1.61,0.401,0.482,2.32,2.147,0.711,0.61,2.526,2.705,0.873,0.44,1.639,1.699,0.73,0.322,
FJ190809-009,ternarius,W,DY,PF,3.469178965,12.51358725,1.617,,0.475,,1.355,,0.345,,1.091,,0.3,,2.489,,0.678,,2.46,,0.605,,1.593,,0.53,,2.504,1.963,0.716,0.632,1.557,2.075,0.549,0.668,1.489,1.613,0.324,0.524,
FJ190809-010,ternarius,W,DY,PF,4.133157768,14.7012227,2.356,,0.832,,1.879,,0.767,,1.703,,0.375,,2.448,2.158,0.902,0.752,1.624,2.67,0.613,0.58,1.747,1.868,0.547,0.678,2.223,,0.814,,2.707,,0.695,,1.835,,0.497,,
FJ190809-012,ternarius,W,DY,PF,3.699214487,14.45128018,1.229,1.751,0.452,0.412,1.401,1.42,0.413,0.337,1.191,1.25,0.313,0.296,2.028,1.93,0.778,0.778,1.787,1.76,0.607,0.625,1.58,1.594,0.412,0.495,2.703,2.381,0.724,0.712,2.593,2.591,0.785,0.777,1.772,1.575,0.619,0.649,
FJ190809-013,ternarius,W,DY,PF,5.161640885,13.88996231,1.8,,0.446,,1.518,,0.514,,1.114,,0.353,,2.277,2.215,0.818,0.829,1.652,1.814,0.627,0.603,1.715,1.53,0.456,0.52,2.082,2.052,0.689,0.692,2.363,2.694,0.523,0.654,1.704,1.451,0.471,0.599,
FJ190814-002,impatiens,M,DY,DY,4.656,17.658,3.796,3.259,0.791,0.74,2.008,2.16,0.561,0.691,1.935,2.139,0.43,0.326,4.19,,1.087,,3.643,,1.141,,3.001,,0.823,,4.19,,1.087,,3.643,,1.141,,3.001,,0.823,,
FJ190814-003,bimaculatus,M,DY,DY,,23.319,,,,,,,,,,,,,4.564,4.388,1.144,1.37,2.746,2.872,1.157,1.132,3.375,3.364,0.691,0.679,4.134,4.93,1.262,1.314,4.353,4.523,1.184,1.122,3.248,3.432,0.876,0.738,
FJ190814-004,bimaculatus,W,PF,DMO,3.51,17.335,,,,,,,,,,,,,2.387,2.391,1.117,0.987,2.222,2.159,0.779,0.891,2.328,2.409,0.64,0.677,3.083,3.231,0.921,0.986,3.251,3.315,1.018,1.28,2.343,2.38,0.967,0.829,
FJ190814-005,bimaculatus,M,DY,DY,4.956,20.185,4.005,3.754,0.896,0.593,2.189,2.097,0.681,0.543,2.099,2.074,0.512,0.385,2.998,2.983,1.369,1.201,2.881,2.57,1.134,1.044,3.157,3.33,0.708,0.783,3.786,3.935,1.122,1.141,4.363,4.309,1.197,1.467,3.139,3.074,0.72,0.567,
FJ190814-006,impatiens,W,PF,DMO,4.875,21.493,2.027,2.374,0.715,0.698,2.028,2.143,0.682,0.711,1.854,1.919,0.686,0.541,,,,,,,,,,,,,3.382,3.439,1.207,1.148,3.637,4.133,1.093,1.029,3.041,2.85,1.258,1.071,
FJ190814-007,impatiens,W,DY,DY,4.78,17.611,2.464,2.372,0.836,0.566,2.093,2.026,0.496,0.649,1.678,1.83,0.579,0.578,3.239,2.786,1.024,1.129,2.351,2.376,0.854,0.802,2.477,2.581,0.776,0.696,4.175,3.375,0.935,0.955,3.751,3.662,1.362,1.45,2.543,2.407,1.114,1.177,
FJ190814-008,impatiens,W,DY,DY,4.821,22.784,2.327,4.087,0.622,0.804,1.936,2.646,0.652,0.742,2.055,2.163,0.691,0.784,3.548,3.754,1.262,1.293,2.882,2.664,1.1,1.207,3.066,2.848,0.914,0.955,3.938,,1.335,,4.232,4.329,1.448,1.637,3.296,3.157,1.316,1.53,
FJ190814-009,bimaculatus,W,PF,DMO,3.616,18.726,2.79,,0.81,,2.227,,0.595,,1.818,,0.626,,2.908,2.727,1.293,1.219,2.642,2.807,0.976,1.038,2.93,2.802,0.772,0.817,3.36,3.705,1.119,1.106,4.17,4.005,1.277,1.055,2.681,2.663,0.992,0.974,
FJ190815-001,vagans,W,DY,PF,4.194049382,18.25465512,1.916,1.69,0.554,0.447,1.641,1.47,0.524,0.501,1.497,1.23,0.405,0.317,2.273,,0.901,,2.03,,0.744,,1.865,,0.578,,2.512,,0.807,,2.762,,0.942,,1.88,,0.875,,
FJ190815-022,impatiens,W,DY,DY,,,3.093,3.652,0.696,0.661,1.947,2.099,0.477,0.587,1.76,1.674,0.537,0.565,2.734,2.862,1.001,1.092,2.399,2.584,0.74,0.852,2.441,2.432,0.63,0.655,3.246,3.121,0.979,1.005,3.423,3.38,1.254,1.352,2.53,2.441,1.293,1,
FJ190822-002,impatiens,W,DY,DY,5.09,23.187,4.033,3.83,0.761,0.667,2.689,2.42,0.604,0.923,1.966,2.158,0.663,0.788,,3.614,,1.653,3.018,3.198,1.189,0.976,2.848,3.054,1.152,0.784,5.123,4.77,1.676,1.284,2.998,4.618,1.418,1.748,5.486,2.722,1.356,1.527,
FJ190822-003,impatiens,W,DY,DY,5.886,22.538,3.864,,0.937,,2.818,,0.832,,2.331,,0.739,,3.479,,1.403,,3.404,,1.119,,3.395,,0.861,,4.744,5.595,1.562,1.063,4.55,,1.565,,3.444,3.884,1.486,1.392,
FJ190822-006,bimaculatus,M,DY,DY,5.267,19.198,2.618,,0.744,,2.229,,0.661,,2.023,,0.392,,3.247,,0.856,,2.402,,0.751,,2.025,,0.435,,3.484,3.985,1.116,1.162,2.875,2.694,0.978,1.03,2.806,3.188,0.729,0.646,
FJ190822-007,bimaculatus,M,PF,DY,5.553,18.795,3.617,3.615,0.671,0.652,2.212,2.584,0.507,0.677,2.122,1.869,0.35,0.417,3.273,3.225,1.159,1.242,3.039,2.804,0.875,0.799,3.327,3.226,0.468,0.545,3.753,4.216,1.182,1.351,4.199,4.313,1.112,1.045,3.32,3.567,1.045,0.804,
FJ190827-001,vagans,W,DY,PF,4.55788866,20.1212617,2.183,2.004,0.629,0.513,1.689,1.695,0.515,0.531,1.502,1.47,0.432,0.462,2.643,2.44,1.113,0.895,2.215,1.977,0.676,0.676,2.116,1.803,0.576,0.58,2.918,3.144,1.003,0.906,3.382,2.966,0.954,1.016,2.022,2.079,0.806,0.933,
FJ190827-002,borealis,W,PF,DMO,5.551664494,23.475,3.127,,1.354,,2.49,,0.691,,1.996,,0.61,,3.451,3.502,1.312,1.245,3.277,3.16,1.056,1.011,3.133,3.132,0.671,0.631,4.885,,1.275,,4.811,,1.189,,3.141,,1.118,,
FJ190827-003,vagans,W,DY,PF,4.728319308,19.58359651,1.846,2.235,0.709,0.669,1.827,1.587,0.646,0.647,1.376,1.507,,0.408,2.636,2.658,1.05,0.985,2.111,2.314,0.949,0.864,2.011,2.115,0.598,0.685,2.842,2.657,0.957,0.865,3.217,2.987,1.113,1.032,1.922,2.187,0.869,1.008,
FJ190827-004,vagans,W,DY,PF,4.578058802,20.80424029,2.158,2.117,0.564,0.568,1.564,1.737,0.454,0.504,1.428,1.365,0.421,0.416,,,,,,,,,,,,,2.621,3.15,0.785,0.897,3.062,3.127,0.798,1.063,2.276,2.116,0.906,0.977,
FJ190827-005,borealis,W,DY,DY,5.561463982,24.94417327,,,,,,,,,,,,,,,,,,,,,,,,,3.616,3.804,1.019,1.27,4.061,3.968,1.094,1.217,2.59,2.506,0.914,1.001,
