specimen_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,species,caste,investigator,scale,scale1,body,scale2,its,notes
JL190724-003,2.713619683,0.837787632,4.376601499,0.248545334,0.103825385,2.893816188,0.375117238,0.906646391,0.2500387,0.351751518,2.65179978,0.367623089,4.160245495,0.748677369,0.54124514,bim,W,JL,109.819,69.454,1277.405,68.434,318.686,fur.yes; its.slight.tilt
JL190724-004,2.24664849,0.833401108,3.156526029,0.226756085,0.080276254,1.935263021,0.337950896,0.702940529,0.224089542,0.293272981,2.085416014,0.270027399,2.982834134,0.661955775,0.507342991,tern,W,JL,150.007,69.771,1124.794,69.502,275.218,its.large.tilt; fur.yes
JL190724-005,2.136065059,0.703786737,2.876149209,0.197192916,0.081876413,1.839387089,0.314054258,0.685933183,0.182548355,0.287672695,1.885882944,0.2933999,2.820886712,0.597770661,0.453278071,tern,W,JL,159.24,68.885,1082.835,67.787,227.192,fur.yes; its.slight.tilt
JL190724-006,2.364953064,0.699414118,3.489222526,0.225176237,0.140212428,2.08797671,0.341299976,0.800894432,0.217923494,0.301805563,2.208282211,0.376510988,3.213436813,0.727924147,0.584466499,vag,W,JL,137.741,70.051,1219.163,69.22,262.624,its.large.tilt; fur.yes
JL190731-001,2.254825824,0.684439101,3.171824286,0.210352032,0.073455014,2.116030013,0.329102114,0.735338563,0.211882892,0.254944087,2.125543685,0.279878057,3.135812933,0.683335304,0.486820147,imp,W,JL,152.202,69.327,1164.683,68.669,295.147,fur.yes; its.no.tilt
JL190731-004,3.005564825,0.777890486,4.832988889,0.257536688,0.140931326,3.119183952,0.379204429,1.030687118,0.218251109,0.281862652,2.815270562,0.443252057,4.568446399,0.861021577,0.623819726,bim,W,JL,105.484,68.578,1331.273,68.341,351.232,fur.yes; its.no.tilt
JL190806-001,2.884013284,0.671979279,4.496969116,0.239812163,0.101428421,3.045278261,0.306057658,0.915838712,0.169263589,0.281833422,2.679297255,0.379529768,4.28174663,0.796069672,0.5745022,vag,M,JL,218.913,139.817,2631.962,138.833,702.026,
JL190806-002,2.936251927,0.740960287,4.700819826,0.260633297,0.114474822,3.078626227,0.339569779,0.989733368,0.240250461,0.355726562,2.712031326,0.395185401,4.602327855,0.726580422,0.603540672,bim,M,JL,212.728,141.547,2783.272,139.241,650.772,
JL190806-004,2.741136929,0.716401933,4.119267686,0.258446983,0.117635653,2.772670717,0.450021006,0.965993924,0.22994296,0.30864008,2.532390201,0.360820703,3.996566267,0.878619559,0.539386937,bim,W,JL,247.544,139.933,2696.068,140.536,603.925,
JL190806-005,2.510439061,0.82828951,3.949358497,0.263488093,0.124221377,2.629210077,0.404032992,0.844971336,0.257266,0.238000248,2.439498236,0.362469682,3.472296869,0.754137727,0.561318285,imp,W,JL,290.256,141.355,3031.172,141.932,698.82,
JL190806-006,2.447439595,0.694388153,3.618144973,0.234345284,0.117174591,2.377821512,0.368437256,0.753647701,0.222170694,0.287704599,2.156975838,0.421855027,3.525109119,0.647591582,0.50812159,imp,W,JL,256.6,143.576,2542.245,138.192,589.151,
JL190806-007,2.798296007,0.836610542,4.050559305,0.270023275,0.113674755,2.690128675,0.466620739,0.918852121,0.247269642,0.367903599,2.58021765,0.370083215,4.012797459,0.813241945,0.55922717,imp,W,JL,256.926,132.705,2907.196,NA,NA,
JL190806-008,2.760063028,0.819348299,4.326551789,0.273823878,0.125272022,2.88573858,0.372141063,0.971877807,0.227211368,0.351080644,2.712158261,0.301062148,4.261343274,0.839587247,0.619110985,bim,W,JL,208.163,141.416,2784.564,140.911,671.739,
JL190809-001,1.988576017,0.654845031,2.785819325,0.195417189,0.073001794,1.753017921,0.307522248,0.663205655,0.18579421,0.281871987,1.83392761,0.268858494,2.646940441,0.664296171,0.477626244,tern,W,JL,302.609,139.022,1958.531,139.508,494.773,
JL190809-002,2.068205015,0.599936996,2.741210938,0.209434854,0.097857863,1.849234501,0.261028856,0.636636845,0.15640436,0.230522303,1.959730973,0.29813193,2.77172379,0.624105343,0.462682712,tern,W,JL,317.44,140.257,2334.349,139.014,534.135,
JL190809-003,2.280523289,0.678040274,3.147468269,0.244760996,0.094634005,2.148379831,0.315288149,0.739329606,0.185218824,0.320123391,2.250742295,0.312867226,3.2137811,0.68723516,0.518649039,vag,W,JL,302.777,139.481,2278.458,136.228,560.879,
JL190809-004,2.07278061,0.628685843,2.795353604,0.22234304,0.089665843,1.859451788,0.292390476,0.661181704,0.20409779,0.280262017,1.896326641,0.272972458,2.781976821,0.620913379,0.459179785,tern,W,JL,304.408,140.196,2115.948,137.551,511.278,
JL190809-005,2.733541155,0.692499845,4.190998988,0.253312414,0.087491484,2.73182766,0.378983877,0.912690188,0.210615413,0.30631103,2.529693016,0.356786887,4.146419208,0.772402403,0.489411425,vag,W,JL,242.195,138.378,2463.597,138.408,582.417,
JL190809-006,2.29212898,0.723103446,2.84268837,0.231331131,0.112270327,1.983768781,0.372619212,0.743514435,0.21426264,0.291558711,2.064021677,0.302977262,3.00594002,0.685172366,0.468219906,tern,W,JL,303.366,137.621,2391.911,138.48,538.917,
JL190809-007,1.983255417,0.628593186,2.644152565,0.218194883,0.069242815,1.780909057,0.307268391,0.677229486,0.181874397,0.223070251,1.896632475,0.232758004,2.51042779,0.622180489,0.412373643,tern,W,JL,349.307,140.375,1885.739,137.233,466.21,
JL190809-008,2.306468859,0.703972353,3.205100273,0.213815249,0.115580702,2.098063599,0.321941295,0.744731629,0.184355276,0.257108572,2.058688664,0.22407881,3.145600445,0.671696772,0.381588606,tern,M,JL,298.337,139.325,2346.315,136.211,537.386,
JL190809-010,2.938335803,0.739089715,4.495792446,0.259931785,0.103143318,3.07635103,0.393170995,0.929692378,0.244126665,0.292105827,2.842028013,0.301876858,4.355554624,0.750417028,0.580647115,bim,M,JL,214.614,137.928,2768.855,136.243,683.006,
JL190809-011,2.860545889,0.679767317,4.447995917,0.251164835,0.102009281,2.882335151,0.404436296,0.968915688,0.257875039,0.362558951,2.702969502,0.35292839,4.361977715,0.868692644,0.632474553,bim,M,JL,211.618,138.323,2560.596,137.018,615.029,
JL190809-012,2.694239863,0.914601902,3.671037606,0.247300415,0.132354406,2.46933317,0.39470659,0.81348145,0.236122713,NA,2.486561468,0.414847145,3.453610815,0.798843528,0.589517408,tern,Q,JL,260.966,136.016,3347.578,134.288,781.919,
JL190905-001,2.586305731,0.695551152,3.669566371,0.269813194,0.105213438,2.346621858,0.376843637,0.821796825,0.218410442,0.300682181,2.375496963,0.266810312,3.568131661,0.794614108,0.500428122,imp,M,JL,248.761,68.287,1279.739,68.485,327.083,
JL190910-001,2.511276991,0.815857317,3.828692853,0.250265617,0.113547233,2.539834693,0.464829224,0.852860067,0.26955017,0.345723571,2.413291772,0.513765195,3.796385269,0.822005562,0.554795163,imp,W,JL,256.008,69.265,1353.327,69.173,346.923,
JMS190709-001,2.123141043,0.71408933,3.133444975,0.235796946,0.13284511,1.900928541,0.345653478,0.729617086,0.216907446,0.32017796,1.999025219,0.257679522,2.84973381,0.647204379,0.438513834,vag,W,JL,160.036,68.118,1220.508,68.136,263.643,its.no.tilt; fur.yes
LMB190709-001,3.010576132,0.936403743,4.439204675,0.261372247,0.143212448,2.655329673,0.43950685,1.007861204,0.270474694,0.36946264,2.802326284,0.454425007,4.142347762,0.88192388,0.623796529,san,W,JL,215.107,69.11,1545.889,66.99,384.255,
LMB190715-001,2.885027847,0.80087569,4.509686772,0.270014204,0.102622677,2.82681447,0.435331215,0.97787345,0.213938799,0.349485276,2.681808198,0.386348216,4.214368346,0.773052761,0.528435522,bim,W,JL,204.867,68.639,1554.647,67.216,343.284,
MM190709-001,2.199740255,0.662482612,2.921667645,0.21065088,0.100252494,1.873555413,0.296828337,0.745231958,0.174827111,0.29531865,1.969437064,0.271905305,3.084529327,0.62446683,0.435716311,vag,W,JL,303.374,70.432,1256.471,69.863,265.002,
MT190709-001,2.285181503,0.616734564,3.164018998,0.235431326,0.078241039,1.964433529,0.324412478,0.73363481,0.196427759,0.30102853,2.05038042,0.276436076,2.924955656,0.675347121,0.582337615,vag,W,JL,153.909,69.041,1266.771,68.424,276.007,its.no.tilt; fur.yes
MY190619-001,2.99124218,0.971907643,4.544859866,0.295320434,0.152305649,2.730957702,0.519755361,1.021798696,0.285262735,0.39608914,2.83643964,0.462668213,4.183530809,0.946433748,0.630455519,tern,Q,JL,213.866,69.385,1968.444,68.689,462.156,
MY190619-002,2.644547079,0.656484492,3.887906196,0.239322198,0.125414092,2.407062295,0.381970232,0.930066563,0.233991002,0.281024175,2.351115545,0.355449069,3.821747739,0.740889971,0.560453614,bim,W,JL,259.604,69.334,1369.345,70.349,297.866,
MY190619-003,2.305622655,0.727299675,3.076598026,0.199142253,0.13614834,1.905868626,0.339402731,0.760001261,0.214808741,0.28256441,2.050316925,0.353574469,3.04088802,0.63671912,0.480325439,tern,W,JL,158.555,67.672,1073.676,69.256,242.86,its.slight.tilt; fur.yes
MY190619-004,4.050152162,1.165758602,5.598623178,0.312852795,0.128110735,4.016737839,0.517719531,1.132528346,0.295525941,0.463235655,3.859016836,0.451418544,5.589775684,1.092757571,0.822252491,bor,Q,JL,81.492,63.561,1744.974,65.114,451.004,its.large.tilt; fur.yes
MY190621-001,2.522152915,0.633587149,4.056309586,0.244889955,0.129608845,2.311680401,0.392285386,0.931882758,0.252037134,0.301433191,2.269748618,0.392648378,3.784387191,0.68614165,0.573856264,bim,W,JL,239.675,69.019,1189.218,70.434,277.222,
MY190621-002,2.498933139,0.672773798,3.710990055,0.243192555,0.109900546,2.433832791,0.366805339,0.85270172,0.220945433,0.307430674,2.271125627,0.344876089,3.646513531,0.717693197,0.482109722,bim,W,JL,251.673,70.029,1279.075,68.347,288.173,
PF190709-001,2.250232997,0.604697733,3.124502519,0.202783375,0.108343829,1.958192695,0.329508816,0.720642317,0.218324937,0.311051637,1.985623426,0.297455919,2.916889169,0.641265743,0.526939547,vag,W,JL,158.8,67.971,987.888,68.02,272.765,its.no.tilt; fur.yes
PF190709-003,2.104352028,0.586727315,3.014562298,0.227794995,0.097154187,1.966560032,0.347872305,0.76140158,0.223439635,0.324406012,1.962697857,0.432047053,3.077233497,0.700146623,0.46695658,ruf,W,JL,300.09,70.003,1121.614,69.383,292.438,
PF190709-008,2.783600877,0.756909667,3.993282725,0.262882511,0.167320863,2.435195892,0.392873578,1.042546609,0.27369512,0.363448279,2.530312815,0.44298824,3.805036603,0.802921261,0.582453874,bim,W,JL,258.587,69.366,1488.531,67.98,309.458,
PF190709-009,2.575281835,0.698606634,3.898986783,0.258023225,0.108639329,2.55292013,0.387871474,0.87225298,0.200630754,0.319082245,2.386687846,0.325694369,3.841976004,0.728999275,0.561205527,bim,W,JL,259.372,68.517,1226.204,69.261,294.245,
PF190718-001,2.552180755,0.836718553,3.545413035,0.229613261,0.11444786,2.267015109,0.350714688,0.86949715,0.196369893,0.308526512,2.236674522,0.248407955,3.401961824,0.681908986,0.554520919,vag,W,JL,122.641,68.217,1108.9,67.286,277.908,fur.yes; its.large.tilt
PF190724-001,3.099752109,0.855339265,4.917994197,0.279790157,0.13587886,3.266790292,0.443648033,0.924864044,0.27930014,0.402102269,2.797978439,0.391158554,4.516612541,0.782989681,0.656738216,bim,W,JL,104.078,68.738,1654.478,66.587,371.531,its.slight.tilt; fur.yes
PF190724-002,2.678378421,0.776597093,3.83961711,0.247682214,0.081586079,2.519223759,0.357374919,0.843547441,0.242428565,0.352715574,2.415212602,0.319838666,3.599637078,0.734036989,0.517496315,imp,W,JL,126.198,70.064,1415.25,67.455,322.969,its.large.tilt
PF190724-003,2.615729918,0.805156606,3.880415186,0.24796519,0.11685823,2.488492033,0.431221615,0.828241414,0.242811825,0.310247175,2.477654571,0.421704905,3.720494755,0.811946732,0.546337748,imp,W,JL,246.829,69.516,1473.416,66.712,344.836,
PF190724-004,2.360679329,0.73968462,3.36610163,0.235898968,0.093541103,2.129553785,0.301644357,0.723392021,0.192976708,0.272595862,2.225976287,0.367511813,3.427186025,0.652596954,0.495658626,imp,W,JL,311.307,69.428,1122.312,68.196,279.007,
PF190724-006,2.383583818,0.772387727,3.412699002,0.230307711,0.100993525,2.249361411,0.29784959,0.780577997,0.225837591,0.306448259,2.166768148,0.311237674,3.271615481,0.720877391,0.534632292,vag,W,JL,134.672,67.949,1289.015,69.074,295.1,fur.yes; its.slight.tilt
PF190724-007,3.706738894,1.042385307,5.881014472,0.214993229,0.170839536,3.859592376,0.519323536,1.1826922,0.260322115,0.45573998,3.584429248,0.412918173,5.430366996,0.92470928,0.750467279,imp,Q,JL,89.347,69.354,2078.84,66.629,452.04,its.no.tilt; fur.yes
PF190724-008,2.484070048,0.667202656,3.915506803,0.256877807,0.078393334,2.671961461,0.30009765,0.847080268,0.191465399,0.338063928,2.322902155,0.313501725,3.620376278,0.712095567,0.492227069,bim,W,JL,153.61,68.524,1260.611,67.742,280.492,fur.yes; its.large.tilt
PRM190709-001,2.897063002,0.792890416,4.632534937,0.250731772,0.163593115,3.095371502,0.420859625,1.002312597,0.227837061,0.406746176,2.693118372,0.466682084,4.248300241,0.782807493,0.595288909,bor,W,JL,151.345,68.969,1387.557,67.469,334.311,its.slight.tilt; fur.yes
TJ190530-003,4.209332987,1.13180355,7.502977046,0.379287613,0.147442686,3.717696068,0.486889074,1.007013065,0.21842192,0.339825094,3.53261426,0.508377107,5.050991998,1.03795471,0.791108836,imp,Q,JL,142.591,67.315,2123.17,71,489.048,
